id,candidate_length,in_candidates,response,answer
267,10,True,"Killen, Alabama","Killen, Alabama"
268,4,True,"Lauderdale County, Alabama","Lauderdale County, Alabama"
269,10,True,"Fayette County, Alabama","Fayette County, Alabama"
270,9,True,"Russellville, Alabama","Russellville, Alabama"
271,10,False,notInC,"Franklin County, Alabama"
272,10,True,"Walker County, Alabama","Walker County, Alabama"
273,10,True,"Winston County, Alabama","Winston County, Alabama"
274,10,False,notInC,"Marion County, Alabama"
275,8,False,notInC,"Franklin County, Alabama"
276,10,True,Grand Prix motorcycle racing,Grand Prix motorcycle racing
277,8,False,notInC,Motorcycle
278,4,True,Road racing,Road racing
279,9,False,notInC,1992 Grand Prix motorcycle racing season
280,1,True,Fédération Internationale de Motocyclisme,Fédération Internationale de Motocyclisme
281,8,False,notInC,1990 Grand Prix motorcycle racing season
282,5,True,Aprilia,Aprilia
283,8,False,notInC,1991 Grand Prix motorcycle racing season
284,3,True,notInKB,notInKB
285,9,False,notInC,1992 Grand Prix motorcycle racing season
286,1,True,Fausto Gresini,Fausto Gresini
287,10,False,notInKB,notInKB
288,10,False,notInKB,notInKB
289,9,False,notInC,1993 Grand Prix motorcycle racing season
290,1,True,Gilera,Gilera
291,9,False,notInC,1994 Grand Prix motorcycle racing season
292,7,False,notInC,1995 Grand Prix motorcycle racing season
293,10,True,Honda Racing Corporation,Honda
294,8,False,notInC,1997 Grand Prix motorcycle racing season
295,10,False,notInKB,notInKB
296,2,True,Superbike World Championship,Superbike World Championship
297,10,True,Yamaha YZF-R1,Yamaha Motor Company
298,10,True,Kingdom of Ireland,Ireland
299,1,True,"Randal MacDonnell, 1st Earl of Antrim","Randal MacDonnell, 1st Earl of Antrim"
300,1,True,Irish Rebellion of 1641,Irish Rebellion of 1641
301,8,True,"Randal MacDonnell, 1st Earl of Antrim","Randal MacDonnell, 1st Marquess of Antrim (1645 creation)"
302,6,True,Cromwellian conquest of Ireland,Oliver Cromwell
303,1,True,Cromwellian conquest of Ireland,Cromwellian conquest of Ireland
304,1,True,notInKB,notInKB
305,1,True,Custos rotulorum,Custos rotulorum
306,2,True,notInKB,notInKB
307,8,True,Privy Council of Ireland,Privy Council of Ireland
308,10,True,James II of England,James II of England
309,4,True,Glorious Revolution,Glorious Revolution
310,1,True,Siege of Derry,Siege of Derry
311,1,True,"Arthur Annesley, 1st Earl of Anglesey","Arthur Annesley, 1st Earl of Anglesey"
312,9,True,United States federal judge,United States federal judge
313,9,True,New York City,New York
314,2,True,"Auburn, New York","Auburn, New York"
315,10,True,"Utica, New York","Utica, New York"
316,1,True,Roscoe Conkling,Roscoe Conkling
317,10,True,President of the United States,President of the United States
318,3,True,Chester A. Arthur,Chester A. Arthur
319,1,True,United States District Court for the Northern District of New York,United States District Court for the Northern District of New York
320,9,True,Theodore Roosevelt,Theodore Roosevelt
321,1,True,United States Court of Appeals for the Second Circuit,United States Court of Appeals for the Second Circuit
322,1,True,Alfred Conkling,Alfred Conkling
323,8,True,United States House of Representatives,United States House of Representatives
324,1,True,Roscoe Conkling,Roscoe Conkling
325,1,True,Arthur Cleveland Coxe,Arthur Cleveland Coxe
326,1,True,Samuel Hanson Cox,Samuel Hanson Cox
327,1,True,notInKB,notInKB
328,2,True,United States District Court for the Southern District of New York,United States District Court for the Southern District of New York
329,1,True,Louis O. Coxe,Louis O. Coxe
330,3,True,Billy Budd,Billy Budd
331,1,True,Ústí nad Labem,Ústí nad Labem
332,8,True,Czechoslovakia,Czechoslovakia
333,7,True,Historical revisionism,Historical revisionism
334,1,True,Zeitgeschichtliche Forschungsstelle Ingolstadt,Zeitgeschichtliche Forschungsstelle Ingolstadt
335,1,True,Kolleg St. Blasien,Kolleg St. Blasien
336,10,True,Ludwig Maximilian University of Munich,Munich
337,9,True,Ingolstadt,Ingolstadt
338,1,True,Roman law,Roman law
339,2,True,contemporary history,Contemporary history
340,2,True,Der Spiegel,Der Spiegel
341,1,True,Heinz Nawratil,Heinz Nawratil
342,2,True,Journal of Historical Review,Journal of Historical Review
343,1,True,Obituary,Obituary
344,1,True,Hellmut Diwald,Hellmut Diwald
345,2,True,National Zeitung,National Zeitung
346,9,True,Sicily,Sicily
347,9,False,notInC,Architect
348,1,True,notInKB,notInKB
349,5,True,Trapani,Trapani
350,10,True,Palermo,Palermo
351,6,True,Priesthood (Catholic Church),Priest
352,8,True,Nobility,Aristocracy (class)
353,1,True,Scordia,Scordia
354,5,True,notInKB,notInKB
355,1,True,Bagheria,Bagheria
356,2,True,Bema,Dais
357,10,True,Civil engineer,Engineer
358,9,False,notInC,Bridge
359,10,True,Neoclassical architecture,Neoclassical architecture
360,10,True,"Lincoln, England","Lincoln, England"
361,9,True,England,English people
362,10,True,Cricket,Cricket
363,1,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
364,9,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
365,1,True,Oxford University Cricket Club,Oxford University Cricket Club
366,9,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
367,2,True,List A cricket,List A cricket
368,10,True,Essex,Essex County Cricket Club
369,1,True,Pro40,Pro40
370,1,True,notInKB,notInKB
371,9,True,Sussex,Sussex County Cricket Club
372,9,True,Hove,"County Cricket Ground, Hove"
373,10,True,Essex County Cricket Club,Essex County Cricket Club
374,9,True,Yorkshire,Yorkshire County Cricket Club
375,9,True,Northamptonshire County Cricket Club,Northamptonshire County Cricket Club
376,8,True,Kent,Kent County Cricket Club
377,2,True,England Lions cricket team,England Lions cricket team
378,7,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
379,9,True,Yorkshire,Yorkshire County Cricket Club
380,9,True,English people,English people
381,10,True,Cricket,Cricket
382,1,True,Wicket-keeper,Wicket-keeper
383,10,True,"Torquay, Devon",Torquay
384,8,True,Devon,Devon
385,8,True,Devon,Devon County Cricket Club
386,8,True,Berkshire County Cricket Club,Berkshire County Cricket Club
387,10,True,Cheshire,Cheshire County Cricket Club
388,1,True,notInKB,notInKB
389,8,True,Dorset,Dorset County Cricket Club
390,9,True,Suffolk,Suffolk County Cricket Club
391,2,True,List A cricket,List A cricket
392,9,True,Yorkshire,Yorkshire County Cricket Club
393,1,True,1998 NatWest Trophy,1998 NatWest Trophy
394,7,True,Shropshire,Shropshire County Cricket Club
395,1,True,notInKB,notInKB
396,3,True,notInKB,notInKB
397,9,True,England,English people
398,10,True,Cricket,Cricket
399,1,True,Off break,Off break
400,9,True,"Preston, Lancashire","Preston, Lancashire"
401,8,True,Lancashire,Lancashire
402,8,True,Devon,Devon County Cricket Club
403,4,True,Herefordshire,Herefordshire County Cricket Club
404,10,True,notInKB,notInKB
405,1,True,notInKB,notInKB
406,2,True,List A cricket,List A cricket
407,1,True,Friends Provident Trophy,Friends Provident Trophy
408,10,True,"Essex County, Massachusetts",Essex County Cricket Club
409,1,True,notInKB,notInKB
410,1,True,The Maer Ground,The Maer Ground
411,9,True,Exmouth,Exmouth
412,3,True,notInKB,notInKB
413,10,True,notInKB,notInKB
414,1,True,notInKB,notInKB
415,10,True,Association football,Association football
416,6,True,Exeter City F.C.,Exeter City F.C.
417,9,True,York City F.C.,York City F.C.
418,10,True,Sheffield,Sheffield
419,6,True,West Riding of Yorkshire,West Riding of Yorkshire
420,2,True,Midland Football League,Midland Football League
421,2,True,Football League Third Division South,Football League Third Division South
422,6,True,Exeter City F.C.,Exeter City F.C.
423,3,True,Southend United F.C.,Southend United F.C.
424,8,True,Swindon Town F.C.,Swindon Town F.C.
425,9,True,York City F.C.,York City F.C.
426,1,True,Loughborough Corinthians F.C.,Loughborough Corinthians F.C.
427,10,True,1926–27 in English football,1926–27 in English football
428,10,True,FA Cup,FA Cup
429,8,False,notInC,1926–27 FA Cup
430,9,True,Grimsby Town F.C.,Grimsby Town F.C.
431,9,True,Scarborough F.C.,Scarborough F.C.
432,6,True,Lecco,Lecco
433,10,True,Italy,Italy
434,3,True,Canoeing,Canoe racing
435,10,True,1996,1996 Summer Olympics
436,8,False,notInC,2000 Summer Olympics
437,8,False,notInC,2004 Summer Olympics
438,9,True,1992 Summer Olympics,1992 Summer Olympics
439,2,True,ICF Canoe Sprint World Championships,ICF Canoe Sprint World Championships
440,7,False,notInC,1995 ICF Canoe Sprint World Championships
441,8,False,notInC,1997 ICF Canoe Sprint World Championships
442,8,False,notInC,1998 ICF Canoe Sprint World Championships
443,9,False,notInC,1993 ICF Canoe Sprint World Championships
444,9,False,notInC,1994 ICF Canoe Sprint World Championships
445,10,True,China at the 2008 Summer Olympics,2008 Summer Olympics
446,10,True,2008 Summer Olympics,Beijing
447,1,True,Lucia Micheli,Lucia Micheli
448,9,True,notInKB,notInKB
449,8,True,Field hockey at the 1992 Summer Olympics,1992 Summer Olympics
450,10,True,Barcelona,Barcelona
451,1,True,Gruppi Sportivi Fiamme Gialle,Gruppi Sportivi Fiamme Gialle
452,1,True,Search and rescue dog,Search and rescue dog
453,1,True,Dickin Medal,Dickin Medal
454,10,True,Victoria Cross,Victoria Cross
455,5,True,September 11 attacks,September 11 attacks
456,1,True,World Trade Center site,World Trade Center site
457,2,True,German Shepherd,German Shepherd
458,6,True,Search and rescue dog,Search and rescue
459,9,True,Florida,Florida
460,10,True,Indianapolis,Indianapolis
461,1,True,Urban Search and Rescue New York Task Force 1,Urban Search and Rescue New York Task Force 1
462,5,True,Dominican Republic,Dominican Republic
463,1,True,September 11 attacks,September 11 attacks
464,1,True,World Trade Center site,World Trade Center site
465,10,True,notInKB,notInKB
466,1,True,Dickin Medal,Dickin Medal
467,10,True,Victoria Cross,Victoria Cross
468,1,True,Salty and Roselle,Salty and Roselle
469,2,True,American Kennel Club,American Kennel Club
470,1,True,Westminster Kennel Club Dog Show,Westminster Kennel Club Dog Show
471,9,True,England,England
472,10,True,Cricket,Cricket
473,7,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
474,6,True,Long Eaton,Long Eaton
475,7,True,Derbyshire,Derbyshire
476,9,True,Leicestershire County Cricket Club,Leicestershire County Cricket Club
477,6,True,Derbyshire County Cricket Club in 1934,Derbyshire County Cricket Club in 1934
478,7,True,Derbyshire County Cricket Club in 1935,Derbyshire County Cricket Club in 1935
479,1,True,Derbyshire County Cricket Club in 1936,Derbyshire County Cricket Club in 1936
480,8,True,1937 English cricket season,Derbyshire County Cricket Club in 1937
481,9,True,Derbyshire County Cricket Club in 1938,Derbyshire County Cricket Club in 1938
482,7,False,notInC,Derbyshire County Cricket Club in 1939
483,9,True,Somerset County Cricket Club,Somerset County Cricket Club
484,10,True,notInKB,notInKB
485,9,True,Warwickshire County Cricket Club,Warwickshire County Cricket Club
486,1,True,Eric Hollies,Eric Hollies
487,10,True,notInKB,notInKB
488,9,True,Yorkshire,Yorkshire County Cricket Club
489,6,True,Surrey,Surrey County Cricket Club
490,6,True,1948 English cricket season,Derbyshire County Cricket Club in 1948
491,8,True,Lancashire,Lancashire County Cricket Club
492,10,True,notInKB,notInKB
493,5,False,notInC,Derbyshire County Cricket Club in 1950
494,10,True,Derby,Derby
495,2,False,notInKB,notInKB
496,9,True,Dewsbury,Dewsbury
497,9,True,England,English people
498,10,True,Rugby football,Rugby league
499,9,True,BadLLM: Coach (rugby),Coach (sport)
500,9,True,Great Britain men's national ice hockey team,Great Britain national rugby league team
501,10,True,England national rugby league team,England national rugby league team
502,9,True,Yorkshire,Rugby League War of the Roses
503,10,True,Hull F.C.,Hull F.C.
504,9,True,"Bramley, Leeds",Bramley Buffaloes
505,8,True,Batley Bulldogs,Batley Bulldogs
506,9,True,Sea captain,Captain (sports)
507,10,False,notInC,1965–66 Northern Rugby Football League season
508,10,False,notInC,1966–67 Northern Rugby Football League season
509,10,False,notInC,1967–68 Northern Rugby Football League season
510,10,False,notInC,1968–69 Northern Rugby Football League season
511,10,False,notInC,1969–70 Northern Rugby Football League season
512,10,False,notInC,1970–71 Northern Rugby Football League season
513,9,True,Yorkshire,Rugby League War of the Roses
514,9,True,"Bramley, Leeds",Bramley Buffaloes
515,2,True,Duke of Wellington's Regiment,Duke of Wellington's Regiment
516,10,True,England national rugby league team,England national rugby league team
517,9,True,Great Britain national rugby league team,Great Britain national rugby league team
518,10,True,Hull F.C.,Hull F.C.
519,7,True,Wigan,Wigan Warriors
520,9,True,Challenge Cup,Challenge Cup
521,4,True,Wembley Stadium,Wembley Stadium (1923)
522,9,True,Institutions of the European Union,European Union
523,9,True,Bordeaux wine,Bordeaux
524,10,True,Seat of the European Parliament in Strasbourg,Strasbourg
525,10,True,Alsace,Alsace wine
526,10,True,Bordeaux wine,Bordeaux wine
527,5,True,Baden-Württemberg,Baden-Württemberg
528,8,True,Bavaria,Bavaria
529,10,True,Burgundy wine,Burgundy wine
530,9,True,Hesse,Hesse
531,4,True,Lombardy,Lombardia (wine)
532,4,True,Rhineland-Palatinate,Rhineland-Palatinate
533,7,False,notInC,Pakistani people
534,9,True,England,English people
535,10,True,Cricket,Cricket
536,2,True,Cricket,Batting (cricket)
537,2,True,Medium-fast,Seam bowling
538,8,True,Lahore,Lahore
539,7,True,Shropshire,Shropshire County Cricket Club
540,8,True,Berkshire County Cricket Club,Berkshire County Cricket Club
541,10,True,Cheshire,Cheshire County Cricket Club
542,1,True,notInKB,notInKB
543,7,True,Oxfordshire,Oxfordshire County Cricket Club
544,4,True,Herefordshire,Herefordshire County Cricket Club
545,2,True,Wales Minor Counties Cricket Club,Wales Minor Counties Cricket Club
546,6,True,Unicorns (cricket team),Unicorns (cricket team)
547,4,True,Ed Young (cricketer),Ed Young (cricketer)
548,2,True,Limited overs cricket,List A cricket
549,6,True,Surrey,Surrey County Cricket Club
550,1,True,Worcestershire County Cricket Club,Worcestershire County Cricket Club
551,2,True,notInKB,notInKB
552,9,True,Staffordshire County Cricket Club,Staffordshire County Cricket Club
553,1,True,Somerset County Cricket Club,Somerset County Cricket Club
554,1,True,Leicestershire County Cricket Club,Leicestershire County Cricket Club
555,1,True,Worcestershire County Cricket Club,Worcestershire County Cricket Club
556,1,True,British invasions of the Río de la Plata,British invasions of the Río de la Plata
557,5,True,Peninsular War,Peninsular War
558,8,True,Ramsgate,Ramsgate
559,4,True,Battle of Tournay,Battle of Tournay
560,4,True,Battle of Boxtel,Battle of Boxtel
561,10,True,"Prince Frederick, Duke of York and Albany","Prince Frederick, Duke of York and Albany"
562,10,False,notInC,Anglo-Russian invasion of Holland
563,8,False,notInC,British invasions of the Río de la Plata
564,10,True,Buenos Aires,Buenos Aires
565,10,True,Battle of Salamanca,Battle of Salamanca
566,1,True,Siege of Burgos,Siege of Burgos
567,1,True,Battle of Vitoria,Battle of Vitoria
568,4,True,Alexander Dickson (British Army officer),Alexander Dickson (British Army officer)
569,1,True,"Thomas Graham, 1st Baron Lynedoch","Thomas Graham, 1st Baron Lynedoch"
570,1,True,Battle of Quatre Bras,Battle of Quatre Bras
571,1,True,notInKB,notInKB
572,6,False,notInC,Aircraft
573,1,True,notInKB,notInKB
574,1,True,Transport Research Laboratory,Transport Research Laboratory
575,7,True,Rolling chassis,Chassis
576,8,True,Steering,Steering
577,9,True,Analytic geometry,Geometry
578,9,False,notInC,Road
579,4,True,AutoCAD,AutoCAD
580,3,True,Autodesk,Autodesk
581,1,True,Bentley Systems,Bentley Systems
582,1,True,BricsCAD,BricsCAD
