id,candidate_length,in_candidates,response,answer
242,6,True,William Cullen,William Cullen
243,6,True,Professor,Professor
244,8,True,University of Edinburgh,University of Edinburgh
245,1,True,"Henry Home, Lord Kames","Henry Home, Lord Kames"
246,6,True,Professor,Professor
247,8,True,University of Edinburgh Medical School,University of Edinburgh
248,10,True,Edinburgh,Edinburgh
249,9,True,"John S. McCain, Jr.",Father
250,5,True,Judge,Judge
251,1,False,notInC,"Robert Cullen, Lord Cullen"
252,9,True,Medicine,Physician
253,1,True,Henry Cullen,Henry Cullen
254,9,True,Robert Cullen,Son
255,10,False,notInC,"Robert Cullen, Lord Cullen"
256,5,True,Judge,Judge
257,8,True,Mathematician,Mathematician
258,10,True,James Clerk Maxwell,James Clerk Maxwell
259,9,True,Scotland,Scotland
260,9,True,University of Cambridge,University of Cambridge
261,9,False,notInC,James Clerk Maxwell
262,2,True,"Peterhouse, Cambridge","Peterhouse, Cambridge"
263,10,False,notInC,James Clerk Maxwell
264,9,True,"Trinity College, Cambridge","Trinity College, Cambridge"
265,8,False,notInC,James Clerk Maxwell
266,7,True,Scholarship,Fellow
267,10,True,James Clerk Maxwell,James Clerk Maxwell
268,10,True,The Reverend,The Reverend
269,4,False,notInC,Marischal College
270,1,True,notInKB,notInKB
271,10,True,University of Cambridge,University of Cambridge
272,10,True,Michael Faraday,Michael Faraday
273,3,True,Newington Butts,Newington Butts
274,3,True,London Borough of Southwark,London Borough of Southwark
275,6,True,Surrey,Surrey
276,8,True,University of Edinburgh,University of Edinburgh
277,7,False,notInC,University
278,3,True,Age of Enlightenment,Scottish Enlightenment
279,5,True,University of Glasgow,University of Glasgow
280,1,True,Pope Nicholas V,Pope Nicholas V
281,10,True,Bologna,Bologna
282,10,True,Florence,Florence
283,10,True,Bologna,Bologna
284,0,False,notInKB,notInKB
285,1,False,notInC,Petronius of Bologna
286,10,True,Bishop,Bishop
287,10,True,Bologna,Bologna
