id,candidate_length,in_candidates,response,answer
48,9,True,"Durham County, North Carolina","Durham, North Carolina"
49,10,True,"Chapel Hill, North Carolina","Chapel Hill, North Carolina"
50,10,True,"Hillsborough, North Carolina","Hillsborough County, Florida"
51,9,True,"Fayetteville, North Carolina","Fayetteville, North Carolina"
52,10,True,"Cumberland County, North Carolina","Cumberland County, North Carolina"
53,6,True,North Carolina,North Carolina
54,8,True,Food and Drug Administration,Food and Drug Administration
55,9,True,"Raleigh, North Carolina","Raleigh, North Carolina"
56,9,True,"Durham County, North Carolina","Durham, North Carolina"
57,2,True,Research Triangle Park,Research Triangle Park
58,10,False,notInKB,notInKB
59,5,True,"Weddington, North Carolina","Weddington, North Carolina"
60,1,True,"Indian Trail, North Carolina","Indian Trail, North Carolina"
61,3,True,Lake Norman,Lake Norman
62,10,False,notInKB,notInKB
63,9,True,"Cornelius, North Carolina","Cornelius, North Carolina"
64,10,True,"Davidson, North Carolina","Davidson, North Carolina"
65,8,True,"Huntersville, North Carolina","Huntersville, North Carolina"
66,2,True,notInKB,notInKB
67,3,True,Lake Norman,Lake Norman
68,2,True,Lake Wylie,Lake Wylie
69,10,True,"Jacksonville, North Carolina","Jacksonville, North Carolina"
70,6,True,"Richlands, North Carolina","Richlands, North Carolina"
71,2,True,"Onslow County, North Carolina","Onslow County, North Carolina"
73,10,True,Australia national cricket team,Australia national cricket team
74,1,True,Tim Nielsen,Tim Nielsen
75,1,True,Doug Bollinger,Doug Bollinger
76,2,True,Shane Watson,Shane Watson
77,10,True,Australia national cricket team,Australia national cricket team
78,10,True,Australia national cricket team,Australia
79,10,True,Australia national cricket team,Australia
80,4,True,Ricky Ponting,Ricky Ponting
81,9,True,Ricky Ponting,Ricky Ponting
82,10,True,Australia national cricket team,Australia national cricket team
83,10,True,England cricket team,England cricket team
84,10,True,Australia national cricket team,Australia national cricket team
85,10,True,Australia national cricket team,Australia national cricket team
86,10,True,England cricket team,England cricket team
87,1,True,Andrew Strauss,Andrew Strauss
88,10,True,England cricket team,England cricket team
89,10,True,England cricket team,England cricket team
90,3,True,JavaScript,JavaScript
91,1,True,Disqus,Disqus
92,10,True,England cricket team,England cricket team
93,10,True,Australia national cricket team,Australia national cricket team
94,4,True,One Day International,One Day International
95,10,True,Australia national cricket team,Australia national cricket team
96,8,True,Australia national cricket team,Australia
97,1,True,NatWest Series,NatWest Series
98,10,True,England cricket team,England cricket team
99,10,True,Australia national cricket team,Australia
100,10,True,England cricket team,England cricket team
101,7,True,The Ashes,The Ashes
102,10,True,Australia national cricket team,Australia national cricket team
103,10,True,England cricket team,England cricket team
104,10,True,2005 Rose Bowl,Rose Bowl (cricket ground)
105,10,True,England cricket team,England cricket team
106,2,True,One Day International,One Day International
107,10,True,Australia national cricket team,Australia national cricket team
108,10,True,England cricket team,England cricket team
109,1,True,Andrew Strauss,Andrew Strauss
110,9,True,Lord's Old Ground,Lord's Cricket Ground
111,10,True,Australia national cricket team,Australia national cricket team
112,10,True,England cricket team,England cricket team
113,10,True,Formula One,Formula One
114,8,True,India,India national cricket team
115,1,True,Graeme Swann,Graeme Swann
116,1,True,notInKB,notInKB
117,1,True,Simon Katich,Simon Katich
118,6,True,Michael Clarke (cricketer),Michael Clarke (cricketer)
119,1,True,India national cricket team,India national cricket team
120,10,True,Australia,Australia
121,10,True,Melbourne Cricket Ground,Melbourne
122,9,True,God,God
123,3,True,Harbhajan Singh,Harbhajan Singh
124,10,True,Indian people,India
125,8,True,India,India national cricket team
126,10,True,Australia national cricket team,Australia
127,8,True,India,India national cricket team
128,10,True,Australia national cricket team,Australia national cricket team
129,10,True,Indian people,India
130,8,True,India national cricket team,India national cricket team
131,3,True,JavaScript,JavaScript
132,1,True,Disqus,Disqus
133,10,False,notInC,England and Wales Cricket Board
134,8,True,Pakistan national cricket team,Pakistan national cricket team
135,1,True,England and Wales Cricket Board,England and Wales Cricket Board
136,8,True,England and Wales Cricket Board,England and Wales Cricket Board
137,8,True,Pakistan national cricket team,Pakistan national cricket team
138,10,True,Indian people,India
139,1,True,Virender Sehwag,Virender Sehwag
140,1,True,Delhi Daredevils,Delhi Daredevils
141,9,True,Antigua,Antigua
142,2,True,India national cricket team,India national cricket team
143,10,True,Australia national cricket team,Australia national cricket team
144,10,True,United Kingdom,United Kingdom
145,10,True,Essex County Cricket Club,Essex County Cricket Club
146,8,True,Lancashire County Cricket Club,Lancashire County Cricket Club
147,8,True,Lancashire County Cricket Club,Lancashire County Cricket Club
148,1,True,Stuart Law,Stuart Law
149,10,True,2009 Formula One season,Formula One
150,8,True,India,India national cricket team
151,1,True,Graeme Swann,Graeme Swann
152,1,True,notInKB,notInKB
153,1,True,Simon Katich,Simon Katich
154,6,True,Michael Clarke (cricketer),Michael Clarke (cricketer)
155,9,True,Hong Kong,Hong Kong
156,9,True,SAS (software),SAS (software)
157,9,True,Java (programming language),Java (programming language)
158,2,True,Bachelor's degree,Bachelor's degree
159,9,True,Java (programming language),Java (programming language)
160,8,True,SQL,SQL
161,9,True,SAS (software),SAS (software)
162,7,False,notInC,University of Hong Kong
163,1,True,Microsoft Excel,Microsoft Excel
164,2,True,SPSS,SPSS
165,8,True,R (programming language),R (programming language)
166,9,True,SAS (software),SAS (software)
167,3,True,University of Hong Kong,University of Hong Kong
168,1,True,Belcher's Street,Belcher's Street
169,9,True,Hong Kong,Hong Kong
170,9,True,SAS (software),SAS (software)
171,2,True,SPSS,SPSS
172,9,True,English language,England
173,9,True,SAS (software),SAS (software)
174,2,True,SPSS,SPSS
175,9,True,English language,England
176,1,True,Actuarial science,Actuarial science
177,4,True,Financial risk management,Risk management
178,9,True,SAS (software),SAS (software)
179,8,True,Mathematics,Mathematics
180,8,True,Physics,Physics
181,1,True,Actuarial science,Actuarial science
182,4,True,Financial risk management,Risk management
183,9,True,SAS (software),SAS (software)
184,1,True,PowerBuilder,PowerBuilder
185,5,True,notInKB,notInKB
186,2,True,Java (programming language),"Java Platform, Standard Edition"
187,5,True,notInKB,notInKB
188,1,True,Documentum,Documentum
189,1,True,Academic degree,Academic degree
190,9,True,Computer science,Computer science
191,1,True,Computer engineering,Computer engineering
192,1,False,notInC,Certified Information Systems Security Professional
193,1,True,Certified Information Systems Security Professional,Certified Information Systems Security Professional
194,9,True,SAS (software),SAS (software)
195,2,True,IBM WebSphere Application Server,IBM WebSphere
196,8,False,notInC,American Basketball Association
197,10,True,American Bar Association,American Basketball Association
198,1,True,notInKB,notInKB
199,2,True,Documentum,Documentum
200,9,True,SAS (software),SAS (software)
201,8,True,Customer relationship management,Customer relationship management
202,9,True,SAS (software),SAS (software)
203,2,True,SPSS,SPSS
204,4,True,Elegance,Elegance
205,1,True,Nissan Juke,Nissan Juke
206,1,True,Carlos Ghosn,Carlos Ghosn
207,8,False,notInC,Nissan Juke
208,8,True,Nissan Motor Company,Nissan Motor Company
209,3,True,Nissan 370Z,Nissan 370Z
210,8,False,notInC,Nissan Juke
211,10,True,Nissan Leaf,Nissan Leaf
212,8,False,notInC,Nissan Juke
213,8,True,Generation X,Generation X
214,9,True,Millennials,Millennials
215,8,False,notInC,Nissan Juke
216,3,True,Eastern Bloc,Eastern Bloc
217,7,True,Nissan Juke,Nissan Juke
218,6,True,Little League Baseball,Little League Baseball
219,1,True,Mini Countryman,Mini Countryman
220,7,True,Nissan Juke,Nissan Juke
221,7,True,Nissan Juke,Nissan Juke
222,8,False,notInC,Nissan Juke
223,7,True,Nissan Juke,Nissan Juke
224,10,True,Sport,Sport
225,9,False,notInC,ECO (Domain Driven Design)
226,8,False,notInC,Nissan Juke
227,4,True,Continuously variable transmission,Continuously variable transmission
228,8,False,notInC,Nissan Juke
229,7,True,Nissan Juke,Nissan Juke
230,7,True,Nissan Juke,Nissan Juke
231,10,True,Detroit,Detroit
232,10,True,Munich,Munich
233,9,True,Yokohama,Yokohama
234,9,True,Gothenburg,Gothenburg
235,10,True,Crewe,Crewe
236,9,True,Seoul,Seoul
237,9,True,Ronald Reagan,Ronald Reagan
238,2,True,2013 League of Ireland,League of Ireland
239,10,False,notInC,Ian Foster (footballer)
240,1,True,Dundalk F.C.,Dundalk F.C.
241,3,True,Ian Foster (footballer),Ian Foster (footballer)
242,2,True,Shamrock Rovers F.C.,Shamrock Rovers F.C.
243,1,True,Tallaght Stadium,Tallaght Stadium
244,9,True,Chris Turner (footballer born 1987),Chris Turner (footballer born 1987)
245,1,True,Billy Dennehy,Billy Dennehy
246,9,False,notInC,Shamrock Rovers F.C.
247,1,True,Drogheda United F.C.,Drogheda United F.C.
248,1,True,St Patrick's Athletic F.C.,St Patrick's Athletic F.C.
249,10,False,notInC,Ian Foster (footballer)
250,10,True,Dublin,Dublin
251,10,False,notInC,Ian Foster (footballer)
252,10,True,Tottenham Hotspur F.C.,Preston North End F.C.
253,10,False,notInC,Shamrock Rovers F.C.
254,1,True,Peter Cherrie,Peter Cherrie
255,9,False,notInC,Chris Turner (footballer born 1987)
256,10,False,notInC,Ian Foster (footballer)
257,8,True,Drogheda,Drogheda United F.C.
258,2,True,Shamrock Rovers F.C.,Shamrock Rovers F.C.
259,10,True,Dundalk F.C.,Dundalk F.C.
260,10,False,notInC,Ian Foster (footballer)
261,10,True,Liverpool,Liverpool F.C.
262,10,False,notInC,Shamrock Rovers F.C.
263,3,True,Dan Murray (English footballer),Dan Murray (English footballer)
264,1,True,Craig Sives,Craig Sives
265,10,False,notInC,Ian Foster (footballer)
266,10,True,Dundalk F.C.,Preston North End F.C.
267,1,True,St Patrick's Athletic F.C.,St Patrick's Athletic F.C.
268,5,True,Tallaght,Tallaght Stadium
269,10,False,notInC,Ian Foster (footballer)
270,1,True,Galway United F.C.,Galway United F.C.
271,8,True,Drogheda,Drogheda United F.C.
272,10,True,Dundalk,Dundalk F.C.
273,1,True,Chris Bennion,Chris Bennion
274,8,False,notInC,St Patrick's Athletic F.C.
275,1,True,notInKB,notInKB
276,7,True,Central Time Zone,Central Time Zone
277,10,True,St. Louis Rams,St. Louis Rams
278,10,True,Greek language,Greece
279,9,True,Miami,Miami Heat
280,10,True,American football,National Football League
281,10,True,St. Louis Rams,St. Louis Rams
282,10,True,Orlando Pace,Pace (speed)
283,9,True,Marc Bulger,Marc Bulger
284,6,True,Rhode Island,Rhode Island
285,8,True,At the Gates,Austria
286,7,True,Guard (American and Canadian football),Guard (American and Canadian football)
287,9,True,Andy McCollum,Bill McCollum
288,6,True,Rhode Island,Rhode Island
289,8,True,Vic Mignogna,Victoria (Australia)
290,10,False,notInC,Golf course
291,8,True,Linebacker,Major League Baseball
292,9,True,Linebacker,Linebacker
293,9,True,United States Secret Service,Shortstop
294,10,False,notInKB,notInKB
295,10,True,"Oakland, California","Oakland, California"
296,9,True,Tennessee,Tennessee Volunteers football
297,6,True,Carbon dioxide,Carbon dioxide
298,7,True,International Electrotechnical Commission,International Electrotechnical Commission
299,4,True,Japanese Industrial Standards,Japanese Industrial Standards
300,1,True,notInKB,notInKB
301,10,True,Printed circuit board,Printed circuit board
302,10,True,notInKB,notInKB
303,4,True,Psion netBook,Netbook
304,10,True,On-screen display,On-screen display
305,10,True,Time,Time (magazine)
306,2,False,notInC,Xbox (console)
307,7,True,PlayStation (console),PlayStation
308,1,True,TOSLINK,TOSLINK
309,9,True,Electronic Industries Alliance,Energy Information Administration
310,9,True,Fused Biconic Coupler,Fox Broadcasting Company
311,9,True,Broad Institute,Stuart Broad
312,10,True,China,China
313,10,True,Mainland China,Mainland
314,2,True,Alcatel-Lucent,Alcatel-Lucent
315,10,True,notInKB,notInKB
316,10,False,notInKB,notInKB
317,10,False,notInKB,notInKB
318,10,False,notInC,University of Missouri
319,9,True,Tosa Province,Tosa (dog)
320,10,False,notInKB,notInKB
321,10,False,notInKB,notInKB
322,10,False,notInC,University of Missouri
323,8,True,Free software,Free software
324,8,True,Free software,Free software
325,8,True,Free (ISP),Free software
326,5,True,notInKB,notInKB
327,10,True,Barcelona,FC Barcelona
328,7,True,Spain,Spain
329,1,True,Fanconi anemia,Fanconi anemia
330,8,False,notInC,Fanconi anemia
331,9,True,Head,Head
332,8,False,notInC,Fanconi anemia
333,6,True,New Mexico,New Mexico
334,1,True,Oregon Health & Science University,Oregon Health & Science University
335,10,True,"Portland, Oregon","Portland, Oregon"
336,9,True,Oregon,Oregon
337,9,True,United States,United States
338,0,False,notInC,Roswell Park Cancer Institute
339,10,False,notInKB,notInKB
340,6,True,New Mexico,New Mexico
341,9,True,notInKB,notInKB
342,2,True,Matrix metalloproteinase,Matrix metalloproteinase
343,1,True,notInKB,notInKB
344,1,True,notInKB,notInKB
345,1,True,Oregon Health & Science University,Oregon Health & Science University
346,6,True,New Mexico,New Mexico
347,6,True,New Mexico,New Mexico
348,6,True,New Mexico,New Mexico
349,1,True,Zymography,Zymography
350,1,True,MMP2,MMP2
351,6,True,New Mexico,New Mexico
352,2,True,Matrix metalloproteinase,Matrix metalloproteinase
353,6,True,New Mexico,New Mexico
354,5,False,notInC,Oregon Health & Science University
355,1,True,notInKB,notInKB
356,1,True,notInKB,notInKB
357,6,True,New Mexico,New Mexico
358,1,True,Fanconi anemia,Fanconi anemia
359,6,True,New Mexico,New Mexico
360,7,False,notInC,Oregon Health & Science University
361,1,True,MMP2,MMP2
362,6,True,New Mexico,New Mexico
363,6,True,New Mexico,New Mexico
364,8,False,notInC,West Africa
365,8,False,notInC,West Africa
366,4,True,Ivory Coast,Ivory Coast
367,8,False,notInC,West Africa
368,2,True,Pay television,Pay television
369,5,True,Ivory Coast,Ivory Coast
370,10,True,French language,France
371,9,True,Management Consulting Group,Melbourne Cricket Ground
372,10,True,Ministry of Communications,Minister of Communications (South Africa)
373,5,True,Abidjan,Abidjan
374,5,True,Ivory Coast,Ivory Coast
375,10,True,Africa,West Africa
376,4,True,Ivory Coast,Ivory Coast
377,9,False,notInC,Sub-Saharan Africa
378,4,True,Ivory Coast,Ivory Coast
379,5,True,Ivory Coast,Ivory Coast
380,9,False,notInC,Sub-Saharan Africa
381,9,True,Management Consulting Group,Melbourne Cricket Ground
382,9,True,Institutions of the European Union,European Union
383,10,True,French language,France
384,10,True,French language,France
385,9,False,notInC,Sub-Saharan Africa
386,2,True,Premier League,Premier League
387,10,True,Democratic Republic of the Congo,Democratic Republic of the Congo
388,5,True,Cameroon,Cameroon
389,2,True,Ivory Coast,Ivory Coast
390,4,True,Gabon,Gabon
391,5,True,Senegal,Senegal
392,2,True,Republic of the Congo,Republic of the Congo
393,7,True,Togo,Togo
394,8,True,Benin,Benin
395,3,True,Vivendi,Vivendi
396,3,True,BadLLM: Canal Plus,Canal+
397,9,False,notInC,Sub-Saharan Africa
398,2,True,Sub-Saharan Africa,Sub-Saharan Africa
399,8,True,South Africa,South Africa
400,1,True,Differential scanning calorimetry,Differential scanning calorimetry
401,10,True,Differential scanning calorimetry,Differential scanning calorimetry
402,9,False,notInC,Differential scanning calorimetry
403,9,False,notInC,Differential scanning calorimetry
404,9,False,notInC,Differential scanning calorimetry
405,10,True,Differential scanning calorimetry,Differential scanning calorimetry
406,9,False,notInC,Differential scanning calorimetry
407,9,False,notInC,Differential scanning calorimetry
408,10,True,Differential scanning calorimetry,Differential scanning calorimetry
409,9,False,notInC,Differential scanning calorimetry
410,9,False,notInC,Differential scanning calorimetry
411,9,False,notInC,Differential scanning calorimetry
412,1,True,Carbonyl,Carbonyl
413,9,False,notInC,Differential scanning calorimetry
414,10,True,Differential scanning calorimetry,Differential scanning calorimetry
415,9,False,notInC,Differential scanning calorimetry
416,9,False,notInC,Differential scanning calorimetry
417,9,False,notInC,Differential scanning calorimetry
418,10,True,Differential scanning calorimetry,Differential scanning calorimetry
419,9,False,notInC,Differential scanning calorimetry
420,9,False,notInC,Differential scanning calorimetry
421,10,True,Differential scanning calorimetry,Differential scanning calorimetry
422,9,False,notInC,Differential scanning calorimetry
423,2,True,notInKB,notInKB
424,10,True,Polyethylene,Polyethylene
425,9,True,Polypropylene,Polypropylene
426,2,True,notInKB,notInKB
427,10,True,Differential scanning calorimetry,Differential scanning calorimetry
428,9,True,Germany,Germany
429,10,True,Japan,Japan
430,10,True,Europe,Europe
431,10,True,Japan,Japan
432,10,True,"Niigata, Niigata","Niigata, Niigata"
433,10,True,Sapporo,Sapporo
434,1,True,Blast furnace,Blast furnace
435,4,True,NKK switches,JFE Holdings
436,1,True,Coke (fuel),Coke (fuel)
437,2,True,Teijin,Glycolysis
438,3,True,Teijin,Teijin
439,10,True,Japan,Japan
440,2,True,Polyethylene terephthalate,Polyethylene terephthalate
441,10,True,Japan,Japan
442,9,True,BadLLM: Parliament of Japan,Parliament of the United Kingdom
443,10,True,Japan,Japan
444,10,True,Japan,Japan
445,1,True,Huddersfield Giants,Huddersfield Giants
446,2,True,Wigan Warriors,Wigan Warriors
447,1,True,Huddersfield Giants,Huddersfield Giants
448,9,True,notInKB,notInKB
449,8,True,Castleford Tigers,Castleford Tigers
450,1,True,Super League XVII,Super League XVII
451,7,True,Wigan Warriors,Wigan Warriors
452,10,True,Wigan Warriors,Golden State Warriors
453,10,False,notInC,Huddersfield Giants
454,10,False,notInC,Huddersfield Giants
455,10,True,Gordon Brown,Brown
456,9,False,notInC,Sports league
457,7,True,Wigan Warriors,Wigan Warriors
458,2,True,John Smith's Stadium,Galpharm International
459,10,False,notInC,Castleford Tigers
460,1,True,Lee Gilmour,Lee Gilmour
461,1,True,Joe Wardle,Joe Wardle
462,2,True,Dale Ferguson (rugby league),Dale Ferguson (rugby league)
463,5,True,Tommy Lee (rugby league),Tommy Lee (rugby league)
464,10,False,notInC,Huddersfield Giants
465,10,False,notInC,Wigan Warriors
466,8,True,Castleford Tigers,Castleford Tigers
467,9,True,Huddersfield,Huddersfield Giants
468,7,True,Wigan Warriors,Wigan Warriors
469,10,True,Australia national rugby league team,Australia
470,1,True,Anthony Gelling,Anthony Gelling
471,1,True,Danny Brough,Danny Brough
472,1,True,Gareth Hock,Gareth Hock
473,1,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
474,2,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
475,7,True,West Yorkshire,West Yorkshire
476,9,True,Huddersfield,Huddersfield Giants
477,1,True,Huddersfield Town F.C.,Huddersfield Town F.C.
478,1,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
479,2,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
480,7,True,West Yorkshire,West Yorkshire
481,9,True,Huddersfield,Huddersfield Giants
482,1,True,Huddersfield Town F.C.,Huddersfield Town F.C.
483,1,True,Pas-de-Calais,Pas-de-Calais
484,1,True,Pas-de-Calais,Pas-de-Calais
485,9,True,France,France
486,1,True,Pas-de-Calais,Pas-de-Calais
487,10,True,Europe,Europe
488,1,True,Pas-de-Calais,Pas-de-Calais
489,9,True,France,France
490,7,True,Apartment,Apartment
491,10,True,Castle,Castle
492,5,True,Chalet,Chalet
493,7,True,Condominium,Condominium
494,3,True,Condominium,Condominium
495,7,True,Cottage,Cottage
496,2,True,Country House,English country house
497,3,True,Farmhouse,Farmhouse
498,3,True,notInKB,notInKB
499,2,True,Vacation property,Vacation property
500,10,True,Island,Island
501,10,True,notInKB,notInKB
502,7,True,Mansion,Mansion
503,8,True,Marina,Marina
504,3,True,Mobile home,Mobile home
505,9,True,Penthouse apartment,Penthouse (magazine)
506,1,True,Townhouse,Townhouse
507,10,True,Villa,Villa
508,9,True,France,France
509,1,True,Pas-de-Calais,Pas-de-Calais
510,1,True,Pas-de-Calais,Pas-de-Calais
511,1,True,Pas-de-Calais,Pas-de-Calais
512,1,True,Pas-de-Calais,Pas-de-Calais
513,1,True,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo
514,3,True,United Nations Security Council,United Nations Security Council
515,1,True,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo
516,9,True,Democratic Republic of the Congo,Democratic Republic of the Congo
517,7,True,International Press Institute,International Press Institute
518,4,False,notInKB,notInKB
519,5,True,South Sudan,South Sudan
520,1,True,Sudan,Sudan
521,9,True,Russian Constituent Assembly,Constituent assembly
522,1,True,University of Khartoum,University of Khartoum
523,10,True,Supreme court,Supreme Court of the United States
524,5,True,South Sudan,South Sudan
525,3,True,United Nations Security Council,United Nations Security Council
526,9,False,notInC,United Nations Security Council
527,6,True,Democratic Republic of the Congo,Democratic Republic of the Congo
528,6,True,Democratic Republic of the Congo,Democratic Republic of the Congo
529,1,True,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo
530,8,True,Africa,Africa
531,4,True,Ivory Coast,Ivory Coast
532,9,True,Africa,Africa
533,1,True,Laurent Gbagbo,Laurent Gbagbo
534,5,True,Abidjan,Abidjan
535,1,True,Alassane Ouattara,Alassane Ouattara
536,4,True,Ivory Coast,Ivory Coast
537,1,True,Ibrahim Gambari,Ibrahim Gambari
538,3,True,African Union,African Union
539,9,True,War in Darfur,Darfur
540,7,True,International Press Institute,International Press Institute
541,9,True,War in Darfur,Darfur
542,7,True,Liberia,Liberia
543,7,True,International Press Institute,International Press Institute
544,7,True,Liberia,Liberia
545,1,True,Liberia,Liberia
546,5,True,South Sudan,South Sudan
547,7,True,North Korea,North
548,4,True,Ivory Coast,Ivory Coast
549,1,True,Youssoufou Bamba,Youssoufou Bamba
550,4,True,Ivory Coast,Ivory Coast
551,7,True,International Press Institute,International Press Institute
552,9,True,Piracy,Piracy
553,1,True,Somalia,Somalia
554,7,True,International Press Institute,International Press Institute
555,8,True,Somalia,Somalia
556,7,True,International Press Institute,International Press Institute
557,2,True,ExxonMobil,ExxonMobil
558,10,True,"Altona, Victoria","Altona, Victoria"
559,9,True,Monash University,Monash University
560,9,True,Monash University,Monash University
561,8,True,Victoria (Australia),Victoria (Australia)
562,9,True,Monash University,Monash University
563,9,True,Sky,Sky
564,1,True,Materials science,Materials science
565,9,True,Monash University,Monash University
566,9,True,Monash University,Monash University
567,9,True,Ken Jennings,Ken Masters
568,9,True,Monash University,Monash University
569,1,True,notInKB,notInKB
570,1,True,Materials science,Materials science
571,10,True,Lyon,Lyon
572,9,True,France,France
573,1,True,Materials science,Materials science
574,9,True,Monash University,Monash University
575,9,True,Monash University,Monash University
576,10,True,"Reservoir, Victoria",Reservoir
577,10,True,Victoria (Australia),Victoria (Australia)
578,9,True,Monash University,Monash University
579,2,True,Tenix,Tenix
580,10,True,Australia,Australia
581,9,True,Monash University,Monash University
582,9,True,Modena,Modena
583,10,True,Italy,Italy
584,1,True,Deakin University,Deakin University
585,10,True,Australia,Australia
586,10,True,Australia,Australia
587,9,True,Monash University,Monash University
588,9,True,Monash University,Monash University
589,9,True,Monash University,Monash University
590,10,True,"Altona, Victoria","Altona, Victoria"
591,10,True,Victoria (Australia),Victoria (Australia)
592,8,True,Monash University,Monash University
593,5,True,Alcoa,Alcoa
594,9,True,Monash University,Monash University
595,9,True,Monash University,Monash University
596,9,True,Monash University,Monash University
597,10,True,"Frankfort, Kentucky","Frankfort, Kentucky"
598,9,True,Kentucky,Kentucky
599,6,True,Circuit court,Circuit court
600,10,True,"Springfield, Kentucky","Springfield, Illinois"
601,9,True,Kentucky,Kentucky
602,10,True,"Adair County, Kentucky","Adair, Iowa"
603,10,True,"Bell County, Kentucky","Bell County, Kentucky"
604,10,True,"Casey County, Kentucky","Casey, Iowa"
605,7,True,"Clinton County, Kentucky",Bill Clinton
606,10,False,notInC,Golf course
607,10,True,"Harlan County, Kentucky","Harlan, Kentucky"
608,10,False,notInC,"Jackson, Kentucky"
609,10,False,notInC,Knox Automobile Company
610,10,True,"Lincoln County, Kentucky","Lincoln, Nebraska"
611,10,True,"Marion County, Kentucky","Marion, Ohio"
612,9,False,notInC,"Monroe, Ohio"
613,10,True,"Russell County, Virginia","Russell, Kentucky"
614,8,False,notInC,"Taylor, Australian Capital Territory"
615,7,True,"Washington County, Kentucky","Washington, D.C."
616,10,False,notInC,Hundred of Whitley
617,9,True,Kentucky,Kentucky
618,1,True,Circuit court,Circuit court
619,10,False,notInC,Golf course
620,10,True,"BadLLM: Marion County, Kentucky","Marion, Ohio"
621,8,False,notInC,"Taylor, Australian Capital Territory"
622,7,True,"Washington County, Kentucky","Washington, D.C."
623,1,True,Circuit court,Circuit court
624,9,True,District Court of Kentucky,District court
625,10,False,notInC,Hundred of Whitley
626,9,True,Kentucky,Kentucky
627,9,True,Judiciary,Judiciary
628,9,True,Sin,Sin
629,9,True,God,God
630,6,True,Iceland,Iceland
631,4,True,Bible,Bible
632,1,True,King James Version,King James Version
633,2,True,Talking Heads,Talking Heads
634,1,True,Luaka Bop,Luaka Bop
635,9,True,David Byrne,Talking Heads
636,10,True,"Valencia, Spain",Valencia CF
637,7,True,Spain,Spain
638,8,False,notInC,Talking Heads
639,7,True,True Stories (film),True Stories (Talking Heads album)
640,8,False,notInC,Talking Heads
641,8,False,notInC,Talking Heads
642,9,True,English language,England
643,10,True,Spanish language,Spain
644,8,False,notInC,Talking Heads
645,8,False,notInC,Talking Heads
646,3,True,Dave Eggers,Dave Eggers
647,2,True,Timothy McSweeney's Quarterly Concern,McSweeney's
648,8,True,Eye (magazine),Human eye
649,10,True,Dave Eggers,Dave Eggers
650,4,True,Bible,Bible
651,8,False,notInC,Talking Heads
652,1,True,Stefan Sagmeister,Stefan Sagmeister
653,8,False,notInC,Talking Heads
654,8,False,notInC,Talking Heads
655,8,False,notInC,Talking Heads
656,10,True,"Valencia, Carabobo",Valencia CF
657,2,True,Gideons International,Gideons International
658,8,False,notInC,Talking Heads
659,8,True,Nepal,Nepal
