id,candidate_length,in_candidates,response,answer
131,1,True,Fidelity Investments,Fidelity Investments
132,0,False,notInKB,notInKB
133,0,False,notInKB,notInKB
134,3,True,PepsiCo,PepsiCo
135,3,True,Jack Nicholson,Jack Nicholson
136,3,True,Helen Hunt,Helen Hunt
137,1,True,Greg Kinnear,Greg Kinnear
138,1,True,James L. Brooks,James L. Brooks
139,0,False,notInKB,notInKB
140,1,True,Roundabout Theatre Company,Roundabout Theatre Company
141,9,True,Times Square,Times Square
142,2,True,Reader's Digest Association,Reader's Digest Association
143,1,True,Reader's Digest,Reader's Digest
144,10,True,Levi Strauss & Co.,Levi Strauss & Co.
145,1,True,Blue Cross Blue Shield Association,Blue Cross Blue Shield Association
146,1,True,MSN,MSN
147,10,True,Microsoft Windows,Microsoft
148,8,True,Land Rover Defender,Land Rover
149,10,True,Volvo S60,Volvo
150,0,False,notInKB,notInKB
151,7,True,John Corbett (actor),John Corbett (actor)
152,2,True,Houston Grand Opera,Houston Grand Opera
153,9,True,NFL on CBS,CBS
154,10,True,Brooklyn,Brooklyn
155,9,True,Hong Kong,Hong Kong
156,9,True,Asia,Asia
157,2,True,International Monetary Fund,International Monetary Fund
158,9,True,Philippines,Philippines
159,9,True,Taiwan,Taiwan
160,8,True,Indonesia,Indonesia
161,1,True,Chen Shui-bian,Chen Shui-bian
162,6,True,Malaysia,Malaysia
163,6,True,South Korea,South Korea
164,8,True,Singapore,Singapore
165,3,True,Bloomberg News,Bloomberg News
166,8,True,United States,United States
167,10,True,China,China
168,1,True,Hong Kong General Chamber of Commerce,Hong Kong General Chamber of Commerce
169,1,True,"Grosse Pointe Park, Michigan","Grosse Pointe Park, Michigan"
170,4,True,Michigan,Michigan
171,9,True,New York,New York
172,7,True,Pennsylvania,Pennsylvania
173,9,True,Michigan Department of Natural Resources,Michigan Department of Natural Resources
174,10,True,Detroit,Detroit
175,9,True,"Tallahassee, Florida","Tallahassee, Florida"
176,4,True,Florida,Florida
177,10,False,notInC,Supreme Court of Florida
178,4,True,Florida District Courts of Appeal,Florida District Courts of Appeal
179,6,True,Electoral College (United States),Electoral College (United States)
180,2,True,O'Hare International Airport,O'Hare International Airport
181,8,True,LaGuardia Airport,LaGuardia Airport
182,9,True,New York City,New York City
183,7,True,Southern United States,Southern United States
184,1,True,United States Department of Transportation,United States Department of Transportation
185,1,True,Los Angeles International Airport,Los Angeles International Airport
186,10,True,Bob Hope Airport,Bob Hope Airport
187,1,True,John Wayne Airport,John Wayne Airport
188,10,True,"Orange County, California","Orange County, California"
189,3,True,California,California
190,1,True,Westchester County Airport,Westchester County Airport
191,9,True,John F. Kennedy International Airport,John F. Kennedy International Airport
192,3,True,Federal Aviation Administration,Federal Aviation Administration
193,7,True,"Washington, D.C.","Washington, D.C."
194,0,False,notInKB,notInKB
195,5,True,BBC News,BBC News
196,9,True,London,London
197,9,True,Taiwan Province,Taiwan
198,10,True,Los Angeles,Los Angeles
199,2,True,Yasser Arafat,Yasser Arafat
200,1,True,Corey Flintoff,Corey Flintoff
201,1,True,NPR,NPR
202,7,True,"Washington, D.C.","Washington, D.C."
203,1,True,NPR,NPR
204,7,True,"Washington, D.C.","Washington, D.C."
205,1,True,"Miami-Dade County, Florida","Miami-Dade County, Florida"
206,10,True,Democratic Party (United States),Democratic Party (United States)
207,2,True,"Palm Beach County, Florida","Palm Beach County, Florida"
208,9,True,Al Gore,Al Gore
209,10,True,Washington (state),Washington (state)
210,8,True,Seattle,Seattle
211,5,True,BBC World Service,BBC News
212,9,True,London,London
213,9,True,Bush v. Gore,Supreme Court of the United States
214,0,False,notInKB,notInKB
215,1,True,Supreme Court of Florida,Supreme Court of Florida
216,2,True,Sandra Day O'Connor,Sandra Day O'Connor
217,7,True,"Washington, D.C.","Washington, D.C."
218,10,True,United States Navy,United States Navy
219,3,True,USS Cole (DDG-67),USS Cole (DDG-67)
220,7,True,Yemen,Yemen
221,7,True,"Washington, D.C.","Washington, D.C."
222,10,True,Supreme Court of the United States,Supreme Court of the United States
223,0,False,notInKB,notInKB
224,9,True,Baltimore,Baltimore
225,7,True,Johns Hopkins University,Johns Hopkins University
226,1,True,Laurence Tribe,Laurence Tribe
227,10,True,Al Gore,Al Gore
228,9,False,notInC,Florida Legislature
229,10,True,United States Congress,United States Congress
230,1,True,Voice of America,Voice of America
231,10,True,United States,United States
232,8,True,Texas,Texas
233,1,True,Democratic Opposition of Serbia,Democratic Opposition of Serbia
234,2,True,Slobodan Milošević,Slobodan Milošević
235,10,False,notInC,Socialist Party of Serbia
236,1,True,Xinhua News Agency,Xinhua News Agency
237,10,True,Shanghai,Shanghai
238,10,True,HSBC Bank (Europe),HSBC
239,0,False,notInKB,notInKB
240,0,False,notInKB,notInKB
241,2,True,Pudong,Pudong
242,9,True,United States,United States
243,10,True,Citibank,Citibank
244,9,True,Hong Kong,Hong Kong
245,10,True,Japan,Japan
246,1,True,The Bank of Tokyo-Mitsubishi UFJ,The Bank of Tokyo-Mitsubishi UFJ
247,1,True,Xinhua News Agency,Xinhua News Agency
248,10,True,Beijing,Beijing
249,1,True,Weir Group,Weir Group
250,9,True,United States,United States
251,1,True,Jiangsu,Jiangsu
252,10,True,China,China
253,1,True,Rudong County,Rudong County
254,10,True,Japan,Japan
255,6,True,South Korea,South Korea
256,9,True,Taiwan,Taiwan
