id,candidate_length,in_candidates,response,answer
114,5,True,Landgrave,Willi Landgraf
115,7,False,notInC,Erik Meijer (footballer)
116,9,False,notInC,New Tivoli
117,2,True,Reinhold Yabo,Reinhold Yabo
118,9,True,Alemannia Aachen,Alemannia Aachen
119,9,True,Hertha BSC,Hertha BSC
120,10,True,Borussia Dortmund,Borussia Dortmund
121,10,True,Richard Nixon,Richard Nixon
122,8,True,Watergate scandal,Watergate scandal
123,1,True,notInKB,notInKB
124,9,True,China,China
125,6,True,The Sun (United Kingdom),The Sun (United Kingdom)
126,7,True,The Times,The Times
127,5,True,Greece,Greece
128,6,False,notInC,Eurozone
129,2,True,notInKB,notInKB
130,8,True,Hiroshima,Hiroshima
131,6,True,World War II,World War II
132,9,True,Red Army Faction,Red Army Faction
133,8,True,Andreas Baader,Andreas Baader
134,4,True,Ulrike Meinhof,Ulrike Meinhof
135,4,True,Hanns Martin Schleyer,Hanns Martin Schleyer
136,4,True,Christina Onassis,Jacqueline Kennedy Onassis
137,7,True,John F. Kennedy,John F. Kennedy
138,9,True,Neil Armstrong,Neil Armstrong
139,7,True,Moon,Moon
140,8,True,Erich Fromm,Erich Honecker
141,9,True,"Neunkirchen, Saarland","Neunkirchen, Saarland"
142,8,True,Macedonia (Greece),Macedonia (Greece)
143,5,True,Greece,Greece
144,7,True,Barack Obama,Barack Obama
145,8,True,Angela Merkel,Angela Merkel
146,9,True,John F. Kennedy International Airport,John F. Kennedy International Airport
147,7,False,notInC,John P. Kennedy
