id,candidate_length,in_candidates,response,answer
190,1,True,Westchester County Airport,Westchester County Airport
191,9,True,John F. Kennedy International Airport,John F. Kennedy International Airport
192,3,True,Federal Aviation Administration,Federal Aviation Administration
193,7,True,"Washington, D.C.","Washington, D.C."
194,0,False,notInKB,notInKB
195,5,True,notInKB,notInKB
196,8,True,London,London
197,7,True,Taiwan,Taiwan
198,8,True,"Los Angeles County, California",Los Angeles
199,2,True,Yasser Arafat,Yasser Arafat
200,1,True,Corey Flintoff,Corey Flintoff
201,1,True,notInKB,notInKB
202,7,True,"Washington, D.C.","Washington, D.C."
203,1,True,notInKB,notInKB
204,7,True,"Washington, D.C.","Washington, D.C."
205,1,True,"Miami-Dade County, Florida","Miami-Dade County, Florida"
206,9,True,Democratic Party (United States),Democratic Party (United States)
207,2,True,"Palm Beach County, Florida","Palm Beach County, Florida"
208,6,True,Al Gore,Al Gore
209,9,True,Washington (state),Washington (state)
210,9,True,Seattle,Seattle
211,5,True,notInKB,notInKB
212,8,True,London,London
213,9,True,Supreme Court of the United States,Supreme Court of the United States
214,0,False,notInKB,notInKB
215,1,True,Supreme Court of Florida,Supreme Court of Florida
216,2,False,notInC,Sandra Day O'Connor
217,7,True,"Washington, D.C.","Washington, D.C."
218,8,True,United States Navy,United States Navy
219,3,True,USS Cole (DDG-67),USS Cole (DDG-67)
220,8,True,Yemen,Yemen
221,7,True,"Washington, D.C.","Washington, D.C."
222,9,True,Supreme Court of the United States,Supreme Court of the United States
223,0,False,notInKB,notInKB
224,9,True,Baltimore,Baltimore
225,7,True,Johns Hopkins University,Johns Hopkins University
226,1,True,Laurence Tribe,Laurence Tribe
227,9,True,Al Gore,Al Gore
228,9,False,notInC,Florida Legislature
229,8,True,United States Congress,United States Congress
230,1,True,notInKB,notInKB
231,10,True,United States,United States
232,8,True,Texas,Texas
233,1,True,Democratic Opposition of Serbia,Democratic Opposition of Serbia
234,3,True,Slobodan Milošević,Slobodan Milošević
235,8,False,notInC,Socialist Party of Serbia
236,1,True,notInKB,notInKB
237,8,True,Shanghai,Shanghai
238,8,True,HSBC,HSBC
239,0,False,notInKB,notInKB
240,0,False,notInKB,notInKB
241,2,True,Pudong,Pudong
242,8,True,United States,United States
243,8,True,Citibank,Citibank
244,9,True,Hong Kong,Hong Kong
245,10,True,Japan,Japan
246,1,True,notInKB,notInKB
247,1,True,notInKB,notInKB
248,8,True,Beijing,Beijing
249,1,True,Weir Group,Weir Group
250,8,True,United States,United States
251,1,True,Jiangsu,Jiangsu
252,9,True,China,China
253,1,True,Rudong County,Rudong County
254,10,True,Japan,Japan
255,10,True,South Korea,South Korea
256,7,True,Taiwan,Taiwan
