id,candidate_length,in_candidates,response,answer
135,4,True,University of Oxford,University
136,7,True,Professor,Professor
137,7,True,Head teacher,Director (business)
138,3,True,Institute of Physics,Institute of Physics
139,3,True,Benito Mussolini,Benito Mussolini
140,7,True,Minister (government),Cabinet (government)
141,1,True,Laura Fermi,Laura Fermi
142,10,True,Rome,Rome
143,9,False,notInC,Laura Fermi
144,5,True,Enrico Fermi,Enrico Fermi
145,7,False,notInC,Laura Fermi
146,6,True,Student,Student
147,3,True,Sapienza University of Rome,Sapienza University of Rome
148,7,True,Ronald Reagan,Ronald Reagan
149,10,True,notInKB,notInKB
150,5,False,notInC,Actor
151,7,False,notInC,Ronald Reagan
152,2,True,Governor (United States),Governor
153,7,True,Ronald Reagan,Ronald Reagan
154,10,False,notInKB,notInKB
155,9,True,University of California,University of California
156,10,True,notInKB,notInKB
157,8,True,Italy,Italy
158,5,True,Chancellor (education),Rector (academia)
159,9,True,Higher education,University
160,9,True,Higher education,University
161,4,False,notInKB,notInKB
162,6,True,Chancellor (education),Chancellor (education)
163,10,True,notInKB,notInKB
164,5,True,Rector (academia),Rector (academia)
165,4,False,notInC,St. Paul's School (New Hampshire)
166,8,True,New Hampshire,New Hampshire
167,5,True,Rector (ecclesiastical),Rector (academia)
168,2,True,Head teacher,Head teacher
169,5,True,Rector (academia),Rector (academia)
170,2,True,Higher education,Academic institution
171,9,True,Higher education,University
172,4,True,Chancellor (education),Chancellor (education)
173,8,True,President of the United States,Chancellor (education)
174,9,True,Stockholm,Stockholm
175,8,True,Sweden,Sweden
176,8,True,Oslo,Oslo
177,10,True,notInKB,notInKB
178,4,True,notInKB,notInKB
179,2,True,Nobel Foundation,Nobel Foundation
180,2,True,Alfred Nobel,Alfred Nobel
181,9,True,Stockholm,Stockholm
182,8,True,Sweden,Sweden
183,7,True,Civil engineer,Engineer
184,0,False,notInKB,notInKB
185,2,True,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute
186,8,True,United States,United States
187,6,True,James Hendler,James Hendler
188,7,True,Professor,Professor
189,8,True,"University of Maryland, College Park","University of Maryland, College Park"
190,7,False,notInC,James Hendler
191,7,True,Executive director,Director (business)
192,6,True,James Hendler,James Hendler
193,7,True,Executive director,Director (business)
194,8,True,Institute of Electrical and Electronics Engineers,Fellow
195,1,True,Association for the Advancement of Artificial Intelligence,Association for the Advancement of Artificial Intelligence
196,1,True,British Computer Society,British Computer Society
197,1,True,Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers
198,2,True,American Association for the Advancement of Science,American Association for the Advancement of Science
199,3,True,Tim Berners-Lee,Tim Berners-Lee
200,8,True,Executive director,Director (business)
201,3,True,World Wide Web Consortium,World Wide Web Consortium
202,8,False,notInC,Tim Berners-Lee
203,10,False,notInKB,notInKB
204,1,True,World Wide Web Foundation,World Wide Web Foundation
205,1,True,MIT Computer Science and Artificial Intelligence Laboratory,MIT Computer Science and Artificial Intelligence Laboratory
206,8,True,Greater London,London
207,2,True,Emanuel School,Emanuel School
208,3,True,Tim Berners-Lee,Tim Berners-Lee
209,1,True,notInKB,notInKB
210,4,True,CERN,CERN
211,10,True,Geneva,Geneva
212,7,False,notInC,Tim Berners-Lee
213,8,True,Gordon Brown,Gordon Brown
214,6,True,Chancellor of the Exchequer,Chancellor
215,10,False,notInKB,notInKB
216,4,True,Bank of England,Bank of England
217,5,False,notInC,Treasury
218,2,True,notInKB,notInKB
219,8,True,Gordon Brown,Gordon Brown
220,7,False,notInC,Gordon Brown
221,9,False,notInC,Gordon Brown
222,1,True,Kirkcaldy High School,Kirkcaldy High School
223,5,True,Rector of the University of Glasgow,Rector (academia)
224,10,True,Scotland,Scotland
225,8,True,Gordon Brown,Gordon Brown
226,6,True,Lecturer,Lecturer
227,1,True,Glasgow Caledonian University,Glasgow Caledonian University
228,8,False,notInC,Gordon Brown
229,10,True,notInKB,notInKB
230,4,True,Open University,Open University
231,9,True,Belfast,Belfast
232,5,True,University of Glasgow,University of Glasgow
233,5,True,University of Edinburgh,University of Edinburgh
234,6,False,notInC,Joseph Black
235,1,True,Regius Professor,Regius Professor
236,5,True,University of Glasgow,University of Glasgow
237,9,False,notInC,Joseph Black
238,8,True,Mitra,Friendship
239,2,True,Education,Teacher
240,10,True,Glasgow,Glasgow
241,6,False,notInC,Joseph Black
242,6,True,William Cullen,William Cullen
243,7,True,Fullerian Professor of Chemistry,Professor
244,5,True,University of Edinburgh,University of Edinburgh
245,1,True,"Henry Home, Lord Kames","Henry Home, Lord Kames"
246,7,True,Fullerian Professor of Chemistry,Professor
247,5,True,University of Edinburgh,University of Edinburgh
248,10,True,Edinburgh,Edinburgh
249,8,True,Father,Father
250,6,True,Senator of the College of Justice,Judge
251,1,False,notInC,"Robert Cullen, Lord Cullen"
252,5,True,Doctor of Medicine,Physician
253,1,True,Henry Cullen,Henry Cullen
254,7,True,Robert Todd Lincoln,Son
255,7,False,notInC,"Robert Cullen, Lord Cullen"
256,6,True,Senator of the College of Justice,Judge
257,2,False,notInC,Mathematician
258,8,True,James Clerk Maxwell,James Clerk Maxwell
259,10,True,Scotland,Scotland
260,4,True,University of Cambridge,University of Cambridge
261,8,False,notInC,James Clerk Maxwell
262,2,True,"Peterhouse, Cambridge","Peterhouse, Cambridge"
263,9,False,notInC,James Clerk Maxwell
264,7,True,"Trinity College, Cambridge","Trinity College, Cambridge"
265,7,False,notInC,James Clerk Maxwell
266,7,True,Research fellow,Fellow
267,8,True,James Clerk Maxwell,James Clerk Maxwell
268,10,True,notInKB,notInKB
269,3,False,notInC,Marischal College
270,1,True,notInKB,notInKB
271,10,True,University of Cambridge,University of Cambridge
272,7,True,Michael Faraday,Michael Faraday
273,3,True,Newington Butts,Newington Butts
274,3,True,London Borough of Southwark,London Borough of Southwark
275,8,True,Surrey,Surrey
276,5,True,University of Edinburgh,University of Edinburgh
277,4,True,University of Edinburgh,University
278,3,True,notInKB,notInKB
279,5,True,University of Glasgow,University of Glasgow
280,1,True,Pope Nicholas V,Pope Nicholas V
281,8,True,Bologna,Bologna
282,9,True,Florence,Florence
283,8,True,Bologna,Bologna
284,0,False,notInKB,notInKB
285,0,False,notInC,Petronius of Bologna
286,5,True,Diocesan bishop,Bishop
287,8,True,Bologna,Bologna
