id,candidate_length,in_candidates,response,answer
109,9,False,notInC,Denmark national under-19 speedway team
110,7,False,notInC,Czech Republic national under-19 speedway team
111,8,False,notInC,Sweden national under-19 speedway team
112,9,False,notInC,Denmark national under-19 speedway team
113,7,False,notInC,Poland national under-19 speedway team
114,2,True,"Bockhorn, Lower Saxony","Bockhorn, Lower Saxony"
115,9,True,Germany national football team,Germany
116,7,False,notInC,Czech Republic national under-19 speedway team
117,7,False,notInC,Russia national under-19 speedway team
118,9,False,notInC,Germany national under-19 speedway team
119,6,False,notInC,Russia national under-19 speedway team
120,9,False,notInC,Finland national under-19 speedway team
121,5,True,Marshall Thundering Herd football,Marshall University
122,4,True,Marshall Thundering Herd football,Marshall Thundering Herd
123,9,True,Higher education in the United States,College football
124,6,True,College football,American football
125,2,True,Conference USA,Conference USA
126,1,True,National Collegiate Athletic Association,National Collegiate Athletic Association
127,7,False,notInC,2009 Marshall Thundering Herd football team
128,1,True,Mark Snyder,Mark Snyder
129,5,False,notInC,2009 Little Caesars Pizza Bowl
130,5,True,notInKB,notInKB
131,5,True,Ohio Bobcats football,Ohio University
132,9,False,notInC,Ohio Bobcats football
133,1,True,2004 Fort Worth Bowl,2004 Fort Worth Bowl
134,1,True,2002 GMAC Bowl,2002 GMAC Bowl
135,4,True,South Florida Bulls football,University of South Florida
136,10,True,South Florida Bulls football,South Florida Bulls football
137,10,True,2009 Rose Bowl,Rose Bowl Game
138,1,True,Terrelle Pryor,Terrelle Pryor
139,3,True,"Pasadena, California","Pasadena, California"
140,1,True,Brandon Saine,Brandon Saine
141,5,True,Doc Holliday (American football),Doc Holliday (American football)
142,1,True,Geno Smith,Geno Smith
143,5,True,Doc Holliday (American football),Doc Holliday (American football)
144,1,True,Larry Fedora,Larry Fedora
145,1,True,Dominique Davis,Dominique Davis
146,1,True,Southern Airways Flight 932,Southern Airways Flight 932
147,1,True,Trevor Vittatoe,Trevor Vittatoe
148,2,True,2011 NFL Draft,2011 NFL Draft
149,1,True,CASCAR Super Series,CASCAR Super Series
150,3,True,The Sports Network,The Sports Network
151,3,True,The Sports Network,The Sports Network
152,1,True,Circuit Gilles Villeneuve,Circuit Gilles Villeneuve
153,9,True,Toronto,Toronto
154,1,True,Dave Whitlock,Dave Whitlock
155,1,True,Scott Steckly,Scott Steckly
156,1,True,Canadian Tire,Canadian Tire
157,10,True,Dodge,Dodge
158,5,False,notInC,"Aaron's, Inc."
159,1,True,Andrew Ranger,Andrew Ranger
160,10,True,notInKB,notInKB
161,9,True,Walmart,Walmart
162,10,True,notInKB,notInKB
163,1,True,notInKB,notInKB
164,1,True,Delaware Speedway,Delaware Speedway
165,1,True,D. J. Kennington,D. J. Kennington
166,1,True,J. R. Fitzpatrick,J. R. Fitzpatrick
167,1,True,Kerry Micks,Kerry Micks
168,1,True,Scott Steckly,Scott Steckly
169,1,True,Autodrome Saint-Eustache,Autodrome Saint-Eustache
170,1,True,Motoplex Speedway,Motoplex Speedway
171,1,True,Scott Steckly,Scott Steckly
172,1,True,notInKB,notInKB
173,9,True,Circuit Trois-Rivières,Circuit Trois-Rivières
174,1,True,notInKB,notInKB
175,1,True,Barrie Speedway,Barrie Speedway
176,1,True,Kawartha Speedway,Kawartha Speedway
177,1,True,Peter Shepherd (racing driver),Peter Shepherd (racing driver)
178,1,True,2011 Grand Prix motorcycle racing season,2011 Grand Prix motorcycle racing season
179,1,True,Marco Simoncelli,Marco Simoncelli
180,7,True,Sepang International Circuit,Sepang International Circuit
181,10,False,notInKB,notInKB
182,1,True,Stefan Bradl,Stefan Bradl
183,1,True,Marc Márquez,Marc Márquez
184,8,False,notInC,2011 Malaysian motorcycle Grand Prix
185,2,True,Colin Edwards,Colin Edwards
186,10,False,notInKB,notInKB
187,1,True,AMA Superbike Championship,AMA Superbike Championship
188,1,True,Josh Hayes,Josh Hayes
189,8,True,Yamaha YZF-R1,Yamaha Motor Company
190,2,True,notInKB,notInKB
191,1,True,Jorge Lorenzo,Jorge Lorenzo
192,1,True,Katsuyuki Nakasuga,Katsuyuki Nakasuga
193,2,True,Loris Capirossi,Loris Capirossi
194,2,True,Grand Prix motorcycle racing,Motorcycle racing
195,1,True,Gresini Racing,Gresini Racing
196,1,True,Kevin Schwantz,Kevin Schwantz
197,1,True,Valentino Rossi,Valentino Rossi
198,8,True,Asteroid,Asteroid
199,2,True,notInKB,notInKB
200,1,True,Eleanor F. Helin,Eleanor F. Helin
201,1,True,Palomar Observatory,Palomar Observatory
202,8,True,Castalia,Castalia
203,7,False,notInC,Nymph
204,8,True,Greek mythology,Greek mythology
205,2,True,notInKB,notInKB
206,10,True,notInKB,notInKB
207,1,True,Arecibo Observatory,Arecibo Observatory
208,3,True,notInKB,notInKB
209,7,True,Washington State University,Washington State University
210,1,True,Steven J. Ostro,Steven J. Ostro
211,7,True,Jet Propulsion Laboratory,Jet Propulsion Laboratory
212,6,True,Scientific modelling,Mathematical model
213,3,True,notInKB,notInKB
214,2,True,notInKB,notInKB
215,5,False,notInC,Experimental film
216,1,True,notInKB,notInKB
217,1,True,Arthur Lipsett,Arthur Lipsett
218,3,True,Newsreel,Newsreel
219,10,True,notInKB,notInKB
220,1,True,Technocracy,Technocracy
221,1,True,Donald Brittain,Donald Brittain
222,4,True,Time capsule,Time capsule
223,6,True,Singer Building,Skyscraper
224,3,True,John D. Rockefeller,John D. Rockefeller
225,7,True,Richard Nixon,Richard Nixon
226,9,True,Montreal,Montreal
227,8,True,New York metropolitan area,New York City
228,6,True,English people,English people
229,8,True,"Edmonton, London","Edmonton, London"
230,8,True,London,London
231,1,True,Nottinghamshire Cricket Board,Nottinghamshire Cricket Board
232,7,True,Bedfordshire,Bedfordshire County Cricket Club
233,1,True,2001 Cheltenham & Gloucester Trophy,2001 Cheltenham & Gloucester Trophy
234,9,True,Luton,Luton
235,1,True,2002 Cheltenham & Gloucester Trophy,2002 Cheltenham & Gloucester Trophy
236,7,True,Oxfordshire,Oxfordshire County Cricket Club
237,1,True,Christ Church Ground,Christ Church Ground
238,10,True,"Oxford, Oxfordshire",Oxford
239,3,True,notInKB,notInKB
240,10,True,notInKB,notInKB
241,6,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
242,6,False,notInC,India A cricket team
243,1,True,notInKB,notInKB
244,2,True,Housing estate,Housing estate
245,1,True,Redrow plc,Redrow plc
246,8,True,Abbey,Abbey
247,10,True,notInKB,notInKB
248,9,True,notInKB,notInKB
249,2,True,Terraced house,Townhouse
250,2,True,Semi-detached,Semi-detached
251,1,True,Bungalow,Bungalow
252,2,True,Bisham,Bisham Abbey
253,10,False,notInC,Dale Abbey
254,10,True,"Newstead, Nottinghamshire",Newstead Abbey
255,3,True,Fountains Abbey,Fountains Abbey
256,4,True,notInKB,notInKB
257,8,True,Tewkesbury,Tewkesbury Abbey
258,9,True,Hexham,Hexham Abbey
259,8,False,notInC,Bolton Abbey
260,10,True,Furness,Furness Abbey
261,1,True,Retirement home,Retirement home
262,3,True,notInKB,notInKB
263,2,True,State highway,State highway
264,5,True,United States,U.S. state
265,8,True,Alabama,Alabama
266,9,True,Tennessee,Tennessee
267,9,True,"Killen, Alabama","Killen, Alabama"
268,4,True,"Lauderdale County, Alabama","Lauderdale County, Alabama"
269,10,True,"Fayette County, Alabama","Fayette County, Alabama"
270,9,True,"Russellville, Alabama","Russellville, Alabama"
271,10,False,notInC,"Franklin County, Alabama"
272,9,True,"BadLLM: Walker, Alabama","Walker County, Alabama"
273,9,True,"Winston County, Alabama","Winston County, Alabama"
274,10,False,notInC,"Marion County, Alabama"
275,8,False,notInC,"Franklin County, Alabama"
276,7,True,Grand Prix motorcycle racing,Grand Prix motorcycle racing
277,9,True,Motorcycle racing,Motorcycle
278,4,True,Motorcycle sport,Road racing
279,3,False,notInC,1992 Grand Prix motorcycle racing season
280,1,True,Fédération Internationale de Motocyclisme,Fédération Internationale de Motocyclisme
281,2,False,notInC,1990 Grand Prix motorcycle racing season
282,4,True,Aprilia,Aprilia
283,2,False,notInC,1991 Grand Prix motorcycle racing season
284,3,True,notInKB,notInKB
285,3,False,notInC,1992 Grand Prix motorcycle racing season
286,1,True,Fausto Gresini,Fausto Gresini
287,8,False,notInC,1992 Malaysian motorcycle Grand Prix
288,6,False,notInC,1992 Hungarian motorcycle Grand Prix
289,2,False,notInC,1993 Grand Prix motorcycle racing season
290,1,True,Gilera,Gilera
291,2,False,notInC,1994 Grand Prix motorcycle racing season
292,3,False,notInC,1995 Grand Prix motorcycle racing season
293,10,True,Honda,Honda
294,2,False,notInC,1997 Grand Prix motorcycle racing season
295,9,False,notInC,1997 Malaysian motorcycle Grand Prix
296,1,True,Superbike World Championship,Superbike World Championship
297,8,True,Yamaha YZF-R1,Yamaha Motor Company
298,8,True,Kingdom of Ireland,Ireland
299,1,True,"Randal MacDonnell, 1st Earl of Antrim","Randal MacDonnell, 1st Earl of Antrim"
300,1,True,Irish Rebellion of 1641,Irish Rebellion of 1641
301,8,True,"Randal MacDonnell, 1st Earl of Antrim","Randal MacDonnell, 1st Marquess of Antrim (1645 creation)"
302,5,True,Oliver Cromwell,Oliver Cromwell
303,1,True,notInKB,notInKB
304,1,True,Act for the Settlement of Ireland 1652,Act for the Settlement of Ireland 1652
305,4,True,notInKB,notInKB
306,2,True,Earl of Antrim,Earl of Antrim
307,4,True,Privy Council of Ireland,Privy Council of Ireland
308,9,True,James II of England,James II of England
309,5,True,Glorious Revolution,Glorious Revolution
310,1,True,Siege of Derry,Siege of Derry
311,1,True,"Arthur Annesley, 1st Earl of Anglesey","Arthur Annesley, 1st Earl of Anglesey"
312,7,True,United States federal judge,United States federal judge
313,10,True,notInKB,notInKB
314,2,True,"Auburn, New York","Auburn, New York"
315,9,True,"Utica, New York","Utica, New York"
316,1,True,Roscoe Conkling,Roscoe Conkling
317,8,True,President of the United States,President of the United States
318,3,True,Chester A. Arthur,Chester A. Arthur
319,1,True,United States District Court for the Northern District of New York,United States District Court for the Northern District of New York
320,8,True,Theodore Roosevelt,Theodore Roosevelt
321,1,True,United States Court of Appeals for the Second Circuit,United States Court of Appeals for the Second Circuit
322,1,True,Alfred Conkling,Alfred Conkling
323,10,True,notInKB,notInKB
324,1,True,Roscoe Conkling,Roscoe Conkling
325,1,True,Arthur Cleveland Coxe,Arthur Cleveland Coxe
326,1,True,Samuel Hanson Cox,Samuel Hanson Cox
327,1,True,notInKB,notInKB
328,1,True,United States District Court for the Southern District of New York,United States District Court for the Southern District of New York
329,1,True,Louis O. Coxe,Louis O. Coxe
330,3,True,Billy Budd (opera),Billy Budd
331,1,True,Ústí nad Labem,Ústí nad Labem
332,9,True,Czechoslovakia,Czechoslovakia
333,4,True,Historical revisionism,Historical revisionism
334,1,True,Zeitgeschichtliche Forschungsstelle Ingolstadt,Zeitgeschichtliche Forschungsstelle Ingolstadt
335,1,True,Kolleg St. Blasien,Kolleg St. Blasien
336,7,True,Munich,Munich
337,6,True,Ingolstadt,Ingolstadt
338,1,True,notInKB,notInKB
339,2,True,notInKB,notInKB
340,2,True,Der Spiegel,Der Spiegel
341,1,True,Heinz Nawratil,Heinz Nawratil
342,1,True,Journal of Historical Review,Journal of Historical Review
343,1,True,Obituary,Obituary
344,1,True,Hellmut Diwald,Hellmut Diwald
345,2,True,notInKB,notInKB
346,6,True,Sicily,Sicily
347,6,True,Nicholas Hawksmoor,Architect
348,1,True,notInKB,notInKB
349,4,True,Trapani,Trapani
350,9,True,Palermo,Palermo
351,3,True,Holy orders,Priest
352,3,True,Aristocracy (class),Aristocracy (class)
353,1,True,Scordia,Scordia
354,5,True,notInKB,notInKB
355,1,True,Bagheria,Bagheria
356,1,True,Dais,Dais
357,3,True,Civil engineer,Engineer
358,4,True,Bridge,Bridge
359,10,True,notInKB,notInKB
360,10,True,"Lincoln, England","Lincoln, England"
361,6,True,English people,English people
362,7,True,New Zealand national cricket team,Cricket
363,1,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
364,6,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
365,2,True,Oxford UCCE,Oxford University Cricket Club
366,6,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
367,2,True,notInKB,notInKB
368,9,True,Essex County Cricket Club,Essex County Cricket Club
369,1,True,notInKB,notInKB
370,1,True,notInKB,notInKB
371,9,True,Sussex,Sussex County Cricket Club
372,9,True,Hove,"County Cricket Ground, Hove"
373,9,True,Essex County Cricket Club,Essex County Cricket Club
374,9,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
375,7,True,Northamptonshire County Cricket Club,Northamptonshire County Cricket Club
376,9,True,Kent,Kent County Cricket Club
377,2,True,England Lions cricket team,England Lions cricket team
378,8,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
379,9,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
380,6,True,English people,English people
381,7,True,New Zealand national cricket team,Cricket
382,2,True,notInKB,notInKB
383,10,True,Torquay,Torquay
384,7,True,Devon,Devon
385,7,True,Devon County Cricket Club,Devon County Cricket Club
386,7,True,Berkshire,Berkshire County Cricket Club
387,9,True,Cheshire,Cheshire County Cricket Club
388,1,True,notInKB,notInKB
389,8,True,Dorset,Dorset County Cricket Club
390,9,True,Suffolk,Suffolk County Cricket Club
391,2,True,notInKB,notInKB
392,9,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
393,1,True,1998 NatWest Trophy,1998 NatWest Trophy
394,6,True,Shropshire,Shropshire County Cricket Club
395,1,True,2001 Cheltenham & Gloucester Trophy,2001 Cheltenham & Gloucester Trophy
396,3,True,notInKB,notInKB
397,6,True,English people,English people
398,7,True,New Zealand national cricket team,Cricket
399,2,True,notInKB,notInKB
400,9,True,"City of Preston, Lancashire","Preston, Lancashire"
401,6,True,Lancashire,Lancashire
402,7,True,Devon County Cricket Club,Devon County Cricket Club
403,5,True,Herefordshire,Herefordshire County Cricket Club
404,8,True,2000 English cricket season,2000 English cricket season
405,1,True,notInKB,notInKB
406,2,True,notInKB,notInKB
407,1,True,Friends Provident Trophy,Friends Provident Trophy
408,9,True,Essex County Cricket Club,Essex County Cricket Club
409,1,True,2005 Cheltenham & Gloucester Trophy,2005 Cheltenham & Gloucester Trophy
410,1,True,The Maer Ground,The Maer Ground
411,10,True,Exmouth,Exmouth
412,3,True,notInKB,notInKB
413,10,True,notInKB,notInKB
414,1,True,notInKB,notInKB
415,8,True,Association football,Association football
416,3,True,Exeter City F.C.,Exeter City F.C.
417,4,True,York City F.C.,York City F.C.
418,10,True,"Sheffield, West Riding of Yorkshire",Sheffield
419,5,True,West Riding of Yorkshire,West Riding of Yorkshire
420,2,True,Midland Football League,Midland Football League
421,2,True,Football League Third Division,Football League Third Division South
422,3,True,Exeter City F.C.,Exeter City F.C.
423,1,True,Southend United F.C.,Southend United F.C.
424,2,True,Swindon Town F.C.,Swindon Town F.C.
425,4,True,York City F.C.,York City F.C.
426,1,True,Loughborough Corinthians F.C.,Loughborough Corinthians F.C.
427,10,True,notInKB,notInKB
428,3,True,FA Cup,FA Cup
429,10,False,notInKB,notInKB
430,2,True,Grimsby Town F.C.,Grimsby Town F.C.
431,9,True,Scarborough F.C.,Scarborough F.C.
432,5,True,Lecco,Lecco
433,7,True,Italians,Italy
434,3,True,notInKB,notInKB
435,3,True,1996 Summer Olympics,1996 Summer Olympics
436,3,False,notInC,2000 Summer Olympics
437,2,False,notInC,2004 Summer Olympics
438,3,True,1992 Summer Olympics,1992 Summer Olympics
439,2,True,ICF Canoe Sprint World Championships,ICF Canoe Sprint World Championships
440,3,False,notInC,1995 ICF Canoe Sprint World Championships
441,2,False,notInC,1997 ICF Canoe Sprint World Championships
442,4,False,notInC,1998 ICF Canoe Sprint World Championships
443,3,False,notInC,1993 ICF Canoe Sprint World Championships
444,2,False,notInC,1994 ICF Canoe Sprint World Championships
445,9,True,2008 Summer Olympics,2008 Summer Olympics
446,8,True,Beijing,Beijing
447,1,True,Lucia Micheli,Lucia Micheli
448,9,True,notInKB,notInKB
449,10,True,1992 Summer Olympics,1992 Summer Olympics
450,6,True,Barcelona,Barcelona
451,1,True,Gruppi Sportivi Fiamme Gialle,Gruppi Sportivi Fiamme Gialle
452,1,True,Search and rescue dog,Search and rescue dog
453,1,True,Dickin Medal,Dickin Medal
454,8,True,Victoria Cross,Victoria Cross
455,3,True,September 11,September 11 attacks
456,2,True,notInKB,notInKB
457,2,True,notInKB,notInKB
458,5,True,Search and rescue dog,Search and rescue
459,9,True,Florida,Florida
460,9,True,Indianapolis,Indianapolis
461,1,True,notInKB,notInKB
462,9,True,Dominican Republic,Dominican Republic
463,1,True,September 11 attacks,September 11 attacks
464,2,True,notInKB,notInKB
465,10,True,notInKB,notInKB
466,1,True,Dickin Medal,Dickin Medal
467,8,True,Victoria Cross,Victoria Cross
468,1,True,notInKB,notInKB
469,1,True,American Kennel Club,American Kennel Club
470,1,True,notInKB,notInKB
471,6,True,English people,England
472,7,True,Cricket,Cricket
473,8,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
474,4,True,Long Eaton,Long Eaton
475,8,True,Derbyshire,Derbyshire
476,7,True,Leicestershire,Leicestershire County Cricket Club
477,5,True,Derbyshire County Cricket Club in 1934,Derbyshire County Cricket Club in 1934
478,9,True,1935 English cricket season,Derbyshire County Cricket Club in 1935
479,1,True,Derbyshire County Cricket Club in 1936,Derbyshire County Cricket Club in 1936
480,9,True,Derbyshire County Cricket Club in 1937,Derbyshire County Cricket Club in 1937
481,9,True,Derbyshire County Cricket Club in 1938,Derbyshire County Cricket Club in 1938
482,7,False,notInC,Derbyshire County Cricket Club in 1939
483,9,True,Somerset,Somerset County Cricket Club
484,9,True,Derbyshire County Cricket Club in 1946,Derbyshire County Cricket Club in 1946
485,7,True,Warwickshire County Cricket Club,Warwickshire County Cricket Club
486,1,True,Eric Hollies,Eric Hollies
487,8,True,Derbyshire County Cricket Club in 1947,Derbyshire County Cricket Club in 1947
488,9,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
489,8,True,Surrey,Surrey County Cricket Club
490,8,True,Derbyshire County Cricket Club in 1948,Derbyshire County Cricket Club in 1948
491,6,True,Lancashire,Lancashire County Cricket Club
492,9,True,Derbyshire County Cricket Club in 1949,Derbyshire County Cricket Club in 1949
493,4,False,notInC,Derbyshire County Cricket Club in 1950
494,10,True,Derby,Derby
495,2,False,notInKB,notInKB
496,8,True,Dewsbury,Dewsbury
497,6,True,English people,English people
498,9,True,Rugby league,Rugby league
499,7,True,Head coach,Coach (sport)
500,8,True,Great Britain national rugby league team,Great Britain national rugby league team
501,9,True,England national rugby league team,England national rugby league team
502,9,True,West Yorkshire,Rugby League War of the Roses
503,10,True,Hull F.C.,Hull F.C.
504,8,True,"Bramley, Leeds",Bramley Buffaloes
505,9,True,Batley Bulldogs,Batley Bulldogs
506,10,True,notInKB,notInKB
507,10,False,notInKB,notInKB
508,10,False,notInKB,notInKB
509,10,False,notInKB,notInKB
510,10,False,notInKB,notInKB
511,10,False,notInKB,notInKB
512,10,False,notInKB,notInKB
513,9,True,Yorkshire,Rugby League War of the Roses
514,8,True,Bramley Buffaloes,Bramley Buffaloes
515,2,False,notInC,Duke of Wellington's Regiment
516,9,True,England national rugby league team,England national rugby league team
517,8,True,Great Britain national rugby league team,Great Britain national rugby league team
518,10,True,Hull F.C.,Hull F.C.
519,7,True,Wigan Warriors,Wigan Warriors
520,3,True,Challenge Cup,Challenge Cup
521,4,True,Wembley Stadium,Wembley Stadium (1923)
522,7,True,European Union,European Union
523,9,True,Bordeaux wine,Bordeaux
524,7,True,Strasbourg,Strasbourg
525,6,True,Alsace,Alsace wine
526,6,True,Novempopulania,Bordeaux wine
527,7,True,Baden-Württemberg,Baden-Württemberg
528,8,True,Bavaria,Bavaria
529,7,True,Burgundy wine,Burgundy wine
530,9,True,Hesse,Hesse
531,4,True,notInKB,notInKB
532,5,True,Rhineland-Palatinate,Rhineland-Palatinate
533,10,False,notInKB,notInKB
534,6,True,England,English people
535,7,True,New Zealand national cricket team,Cricket
536,2,True,Batting (cricket),Batting (cricket)
537,2,True,Seam bowling,Seam bowling
538,9,True,Lahore,Lahore
539,6,True,Shropshire,Shropshire County Cricket Club
540,7,True,Berkshire,Berkshire County Cricket Club
541,9,True,Cheshire,Cheshire County Cricket Club
542,1,True,notInKB,notInKB
543,7,True,Oxfordshire,Oxfordshire County Cricket Club
544,5,True,Herefordshire,Herefordshire County Cricket Club
545,2,True,notInKB,notInKB
546,4,True,Unicorns (cricket team),Unicorns (cricket team)
547,4,True,Ed Young (cricketer),Ed Young (cricketer)
548,2,True,notInKB,notInKB
549,8,True,Surrey,Surrey County Cricket Club
550,1,True,Worcestershire County Cricket Club,Worcestershire County Cricket Club
551,1,True,2010 Clydesdale Bank 40,2010 Clydesdale Bank 40
552,8,True,Staffordshire,Staffordshire County Cricket Club
553,1,True,Somerset County Cricket Club,Somerset County Cricket Club
554,1,True,Leicestershire County Cricket Club,Leicestershire County Cricket Club
555,1,True,Worcestershire County Cricket Club,Worcestershire County Cricket Club
556,1,True,notInKB,notInKB
557,5,True,Peninsular War,Peninsular War
558,6,True,Ramsgate,Ramsgate
559,4,True,notInKB,notInKB
560,4,True,Battle of Boxtel,Battle of Boxtel
561,10,True,"Prince Frederick, Duke of York and Albany","Prince Frederick, Duke of York and Albany"
562,9,False,notInC,Anglo-Russian invasion of Holland
563,10,False,notInKB,notInKB
564,8,True,Buenos Aires,Buenos Aires
565,10,True,Battle of Salamanca,Battle of Salamanca
566,1,True,Siege of Burgos,Siege of Burgos
567,1,True,Battle of Vitoria,Battle of Vitoria
568,4,True,Alexander Dickson (British Army officer),Alexander Dickson (British Army officer)
569,1,True,"Thomas Graham, 1st Baron Lynedoch","Thomas Graham, 1st Baron Lynedoch"
570,1,True,Battle of Quatre Bras,Battle of Quatre Bras
571,1,True,notInKB,notInKB
572,4,True,Aircraft,Aircraft
573,1,True,notInKB,notInKB
574,1,True,Transport Research Laboratory,Transport Research Laboratory
575,4,True,Automobile platform,Chassis
576,2,True,Steering,Steering
577,10,True,notInKB,notInKB
578,7,True,Road,Road
579,3,True,AutoCAD,AutoCAD
580,2,True,Autodesk,Autodesk
581,1,True,Bentley Systems,Bentley Systems
582,1,True,notInKB,notInKB
583,8,True,Microsoft Windows,Microsoft Windows
584,7,True,MS-DOS,DOS
585,3,True,AutoCAD,AutoCAD
586,5,True,United States Air Force,United States Air Force
587,1,True,Bunker buster,Bunker buster
588,9,False,notInC,Royal Danish Air Force
