id,candidate_length,in_candidates,response,answer
55,8,True,"Raleigh Township, Wake County, North Carolina","Raleigh, North Carolina"
56,9,True,"Durham County, North Carolina","Durham, North Carolina"
57,2,True,Research Triangle Park,Research Triangle Park
58,10,False,notInKB,notInKB
59,5,True,"Weddington, North Carolina","Weddington, North Carolina"
60,1,True,"Indian Trail, North Carolina","Indian Trail, North Carolina"
61,3,True,"Lake Norman of Catawba, North Carolina",Lake Norman
62,10,False,notInKB,notInKB
63,9,True,"Cornelius, North Carolina","Cornelius, North Carolina"
64,7,True,"Davidson, North Carolina","Davidson, North Carolina"
65,8,True,"Huntersville, North Carolina","Huntersville, North Carolina"
66,2,True,notInKB,notInKB
67,3,True,"Brown, Sally - ReMax Metro Realty",Lake Norman
68,2,True,Lake Wylie,Lake Wylie
69,9,True,"Jacksonville, North Carolina","Jacksonville, North Carolina"
70,6,True,"Richlands, North Carolina","Richlands, North Carolina"
71,2,True,"Onslow County, North Carolina","Onslow County, North Carolina"
72,7,True,Australia national cricket team,Australia national cricket team
73,7,True,Australia national cricket team,Australia national cricket team
74,1,True,Tim Nielsen,Tim Nielsen
75,1,True,Doug Bollinger,Doug Bollinger
76,2,True,Shane Watson,Shane Watson
77,7,True,Australia national cricket team,Australia national cricket team
78,10,True,notInKB,notInKB
79,10,True,notInKB,notInKB
80,3,True,Ricky Ponting,Ricky Ponting
81,9,True,Ricky Ponting,Ricky Ponting
82,7,True,Australia national cricket team,Australia national cricket team
83,9,True,England cricket team,England cricket team
84,7,True,Australia national cricket team,Australia national cricket team
85,7,True,Australia national cricket team,Australia national cricket team
86,9,True,England cricket team,England cricket team
87,1,True,Andrew Strauss,Andrew Strauss
88,9,True,England cricket team,England cricket team
89,9,True,England cricket team,England cricket team
90,5,True,notInKB,notInKB
91,1,True,Disqus,Disqus
92,9,True,England cricket team,England cricket team
93,7,True,Australia national cricket team,Australia national cricket team
94,6,True,notInKB,notInKB
95,7,True,Australia national cricket team,Australia national cricket team
96,10,True,notInKB,notInKB
97,2,True,notInKB,notInKB
98,9,True,England cricket team,England cricket team
99,10,True,notInKB,notInKB
100,9,True,England cricket team,England cricket team
101,8,True,2005 Ashes series,The Ashes
102,7,True,Australia national cricket team,Australia national cricket team
103,9,True,England cricket team,England cricket team
104,10,True,Rose Bowl (cricket ground),Rose Bowl (cricket ground)
105,9,True,England cricket team,England cricket team
106,4,True,notInKB,notInKB
107,7,True,Australia national cricket team,Australia national cricket team
108,9,True,England cricket team,England cricket team
109,1,True,Andrew Strauss,Andrew Strauss
110,9,True,notInKB,notInKB
111,7,True,Australia national cricket team,Australia national cricket team
112,9,True,England cricket team,England cricket team
113,4,True,Formula One,Formula One
114,6,True,India,India national cricket team
115,1,True,Graeme Swann,Graeme Swann
116,1,True,Death threat,Death threat
117,1,True,Simon Katich,Simon Katich
118,6,True,Michael Clarke (cricketer),Michael Clarke (cricketer)
119,1,True,India national cricket team,India national cricket team
120,10,True,notInKB,notInKB
121,8,True,Melbourne Cricket Ground,Melbourne
122,5,True,God,God
123,3,True,Harbhajan Singh,Harbhajan Singh
124,7,True,India,India
125,6,True,India,India national cricket team
126,10,True,notInKB,notInKB
127,6,True,India,India national cricket team
128,7,True,Australia national cricket team,Australia national cricket team
129,7,True,Indian people,India
130,6,True,India national cricket team,India national cricket team
131,5,True,notInKB,notInKB
132,1,True,Disqus,Disqus
133,9,False,notInC,England and Wales Cricket Board
134,5,True,Pakistan national cricket team,Pakistan national cricket team
135,1,True,England and Wales Cricket Board,England and Wales Cricket Board
136,7,True,England and Wales Cricket Board,England and Wales Cricket Board
137,5,True,Pakistan national cricket team,Pakistan national cricket team
138,7,True,Indian people,India
139,1,True,Virender Sehwag,Virender Sehwag
140,1,True,notInKB,notInKB
141,9,True,Antigua,Antigua
142,2,True,India national cricket team,India national cricket team
143,7,True,Australia national cricket team,Australia national cricket team
144,10,True,notInKB,notInKB
145,9,True,Essex County Cricket Club,Essex County Cricket Club
146,6,True,Lancashire County Cricket Club,Lancashire County Cricket Club
147,6,True,Lancashire County Cricket Club,Lancashire County Cricket Club
148,1,True,Stuart Law,Stuart Law
149,4,True,Formula One,Formula One
150,6,True,India,India national cricket team
151,1,True,Graeme Swann,Graeme Swann
152,1,True,Death threat,Death threat
153,1,True,Simon Katich,Simon Katich
154,6,True,Michael Clarke (cricketer),Michael Clarke (cricketer)
155,9,True,Hong Kong,Hong Kong
156,8,True,SAS (software),SAS (software)
157,8,True,Java (programming language),Java (programming language)
158,1,False,notInC,Bachelor's degree
159,8,True,Java (programming language),Java (programming language)
160,2,True,SQL,SQL
161,8,True,SAS (software),SAS (software)
162,4,False,notInC,University of Hong Kong
163,1,True,Microsoft Excel,Microsoft Excel
164,2,True,SPSS,SPSS
165,5,True,R (programming language),R (programming language)
166,8,True,SAS (software),SAS (software)
167,3,True,University of Hong Kong,University of Hong Kong
168,1,False,notInC,Belcher's Street
169,9,True,Hong Kong,Hong Kong
170,8,True,SAS (software),SAS (software)
171,2,True,SPSS,SPSS
172,6,True,English language,England
173,8,True,SAS (software),SAS (software)
174,2,True,SPSS,SPSS
175,6,True,English language,England
176,1,True,notInKB,notInKB
177,1,True,Risk management,Risk management
178,8,True,SAS (software),SAS (software)
179,10,True,notInKB,notInKB
180,10,True,notInKB,notInKB
181,1,True,notInKB,notInKB
182,1,True,Risk management,Risk management
183,8,True,SAS (software),SAS (software)
184,1,True,PowerBuilder,PowerBuilder
185,5,True,notInKB,notInKB
186,2,True,"Java Platform, Standard Edition","Java Platform, Standard Edition"
187,5,True,notInKB,notInKB
188,1,True,Documentum,Documentum
189,1,True,Academic degree,Academic degree
190,5,True,Computer science,Computer science
191,1,True,notInKB,notInKB
192,1,False,notInC,Certified Information Systems Security Professional
193,1,True,Certified Information Systems Security Professional,Certified Information Systems Security Professional
194,8,True,SAS (software),SAS (software)
195,2,True,IBM WebSphere Application Server,IBM WebSphere
196,10,False,notInKB,notInKB
197,10,True,notInKB,notInKB
198,1,True,Oracle RAC,Oracle RAC
199,1,True,Documentum,Documentum
200,8,True,SAS (software),SAS (software)
201,6,True,Customer relationship management,Customer relationship management
202,8,True,SAS (software),SAS (software)
203,2,True,SPSS,SPSS
204,5,True,notInKB,notInKB
205,1,True,Nissan Juke,Nissan Juke
206,1,True,Carlos Ghosn,Carlos Ghosn
207,7,False,notInC,Nissan Juke
208,10,True,notInKB,notInKB
209,3,True,Nissan 370Z,Nissan 370Z
210,7,False,notInC,Nissan Juke
211,9,True,Nissan Leaf,Nissan Leaf
212,7,False,notInC,Nissan Juke
213,10,True,notInKB,notInKB
214,10,True,notInKB,notInKB
215,7,False,notInC,Nissan Juke
216,3,True,Eastern Bloc,Eastern Bloc
217,8,True,Nissan Juke,Nissan Juke
218,5,True,Little League Baseball,Little League Baseball
219,1,True,Mini Countryman,Mini Countryman
220,8,True,Nissan Juke,Nissan Juke
221,8,True,Nissan Juke,Nissan Juke
222,7,False,notInC,Nissan Juke
223,8,True,Nissan Juke,Nissan Juke
224,5,True,Sport,Sport
225,10,False,notInKB,notInKB
226,7,False,notInC,Nissan Juke
227,7,True,notInKB,notInKB
228,7,False,notInC,Nissan Juke
229,8,True,Nissan Juke,Nissan Juke
230,8,True,Nissan Juke,Nissan Juke
231,7,True,Detroit,Detroit
232,7,True,Munich,Munich
233,8,True,Yokohama,Yokohama
234,9,True,Gothenburg,Gothenburg
235,10,True,Crewe,Crewe
236,9,True,Seoul,Seoul
237,7,True,Ronald Reagan,Ronald Reagan
238,1,True,League of Ireland,League of Ireland
239,10,False,notInC,Ian Foster (footballer)
240,1,True,Dundalk F.C.,Dundalk F.C.
241,2,True,Ian Foster (footballer),Ian Foster (footballer)
242,2,True,Shamrock Rovers F.C.,Shamrock Rovers F.C.
243,1,True,Tallaght Stadium,Tallaght Stadium
244,9,True,notInKB,notInKB
245,1,True,Billy Dennehy,Billy Dennehy
246,6,False,notInC,Shamrock Rovers F.C.
247,1,True,Drogheda United F.C.,Drogheda United F.C.
248,1,False,notInC,St Patrick's Athletic F.C.
249,10,False,notInC,Ian Foster (footballer)
250,10,True,Dublin,Dublin
251,9,False,notInC,Ian Foster (footballer)
252,10,True,Preston North End F.C.,Preston North End F.C.
253,9,False,notInC,Shamrock Rovers F.C.
254,1,True,Peter Cherrie,Peter Cherrie
255,10,False,notInKB,notInKB
256,10,False,notInC,Ian Foster (footballer)
257,8,True,Drogheda,Drogheda United F.C.
258,2,True,Shamrock Rovers F.C.,Shamrock Rovers F.C.
259,10,True,Dundalk F.C.,Dundalk F.C.
260,10,False,notInC,Ian Foster (footballer)
261,9,True,Liverpool F.C.,Liverpool F.C.
262,9,False,notInC,Shamrock Rovers F.C.
263,2,True,Dan Murray (English footballer),Dan Murray (English footballer)
264,1,True,Craig Sives,Craig Sives
265,9,False,notInC,Ian Foster (footballer)
266,10,True,Dundalk F.C.,Preston North End F.C.
267,1,False,notInC,St Patrick's Athletic F.C.
268,6,True,Tallaght,Tallaght Stadium
269,10,False,notInC,Ian Foster (footballer)
270,1,True,Galway United F.C.,Galway United F.C.
271,8,True,Drogheda,Drogheda United F.C.
272,10,True,Dundalk F.C.,Dundalk F.C.
273,1,True,Chris Bennion,Chris Bennion
274,7,False,notInC,St Patrick's Athletic F.C.
275,1,True,notInKB,notInKB
276,4,True,Central Time Zone,Central Time Zone
277,9,True,St. Louis Rams,St. Louis Rams
278,6,True,Greek tragedy,Greece
279,8,True,Miami,Miami Heat
280,9,True,American football,National Football League
281,9,True,St. Louis Rams,St. Louis Rams
282,10,True,notInKB,notInKB
283,9,True,Marc Bulger,Marc Bulger
284,3,True,Rhode Island,Rhode Island
285,6,True,At the Gates,Austria
286,10,True,notInKB,notInKB
287,9,True,Andy McCollum,Bill McCollum
288,3,True,Rhode Island,Rhode Island
289,10,True,notInKB,notInKB
290,8,False,notInC,Golf course
291,8,True,Linebacker,Major League Baseball
292,10,True,notInKB,notInKB
293,10,True,notInKB,notInKB
294,10,False,notInKB,notInKB
295,9,True,"Oakland, California","Oakland, California"
296,9,True,Tennessee,Tennessee Volunteers football
297,3,True,Carbon dioxide,Carbon dioxide
298,6,True,International Electrotechnical Commission,International Electrotechnical Commission
299,2,True,Japanese Industrial Standards,Japanese Industrial Standards
300,1,True,notInKB,notInKB
301,10,True,Printed circuit board,Printed circuit board
302,10,True,notInKB,notInKB
303,2,True,Netbook,Netbook
304,10,True,notInKB,notInKB
305,7,True,Time,Time (magazine)
306,1,False,notInC,Xbox (console)
307,6,True,PlayStation (console),PlayStation
308,1,True,TOSLINK,TOSLINK
309,8,True,Electronic Industries Alliance,Energy Information Administration
310,9,True,notInKB,notInKB
311,8,True,Broad Institute,Stuart Broad
312,9,True,China,China
313,7,True,Mainland China,Mainland
314,2,True,Alcatel-Lucent,Alcatel-Lucent
315,10,True,notInKB,notInKB
316,2,False,notInC,Optical fiber connector
317,5,False,notInC,Optical fiber connector
318,6,False,notInC,University of Missouri
319,10,True,notInKB,notInKB
320,2,False,notInC,Optical fiber connector
321,5,False,notInC,Optical fiber connector
322,6,False,notInC,University of Missouri
323,7,True,Free software,Free software
324,7,True,Free software,Free software
325,7,True,Free software,Free software
326,4,True,Business-to-business,Business-to-business
327,6,True,Barcelona,FC Barcelona
328,8,True,Spain,Spain
329,1,True,Fanconi anemia,Fanconi anemia
330,9,False,notInC,Fanconi anemia
331,10,True,notInKB,notInKB
332,9,False,notInC,Fanconi anemia
333,1,True,New Mexico,New Mexico
334,1,True,Oregon Health & Science University,Oregon Health & Science University
335,10,True,"Portland, Oregon","Portland, Oregon"
336,8,True,Oregon,Oregon
337,8,True,United States,United States
338,1,False,notInKB,notInKB
339,10,False,notInKB,notInKB
340,1,True,New Mexico,New Mexico
341,6,True,MTT assay,MTT assay
342,2,True,Matrix metalloproteinase,Matrix metalloproteinase
343,1,True,notInKB,notInKB
344,1,True,notInKB,notInKB
345,1,True,Oregon Health & Science University,Oregon Health & Science University
346,1,True,New Mexico,New Mexico
347,1,True,New Mexico,New Mexico
348,1,True,New Mexico,New Mexico
349,1,True,notInKB,notInKB
350,1,True,notInKB,notInKB
351,1,True,New Mexico,New Mexico
352,2,True,Matrix metalloproteinase,Matrix metalloproteinase
353,1,True,New Mexico,New Mexico
354,3,False,notInC,Oregon Health & Science University
355,1,True,notInKB,notInKB
356,1,True,notInKB,notInKB
357,1,True,New Mexico,New Mexico
358,1,True,Fanconi anemia,Fanconi anemia
359,1,True,New Mexico,New Mexico
360,3,False,notInC,Oregon Health & Science University
361,1,True,notInKB,notInKB
362,1,True,New Mexico,New Mexico
363,1,True,New Mexico,New Mexico
364,10,False,notInKB,notInKB
365,10,False,notInKB,notInKB
366,2,True,Ivory Coast,Ivory Coast
367,10,False,notInKB,notInKB
368,2,True,Pay television,Pay television
369,3,True,Ivory Coast,Ivory Coast
370,7,True,French language,France
371,6,True,Management Consulting Group,Melbourne Cricket Ground
372,10,True,notInKB,notInKB
373,4,True,Abidjan,Abidjan
374,3,True,Ivory Coast,Ivory Coast
375,10,True,notInKB,notInKB
376,2,True,Ivory Coast,Ivory Coast
377,10,False,notInKB,notInKB
378,2,True,Ivory Coast,Ivory Coast
379,3,True,Ivory Coast,Ivory Coast
380,10,False,notInKB,notInKB
381,6,True,Management Consulting Group,Melbourne Cricket Ground
382,7,True,Institutions of the European Union,European Union
383,7,True,French language,France
384,7,True,French language,France
385,10,False,notInKB,notInKB
386,1,True,Premier League,Premier League
387,7,True,Democratic Republic of the Congo,Democratic Republic of the Congo
388,9,True,Cameroon,Cameroon
389,2,True,Ivory Coast,Ivory Coast
390,4,True,Gabon,Gabon
391,8,True,Senegal,Senegal
392,2,True,Republic of the Congo,Republic of the Congo
393,7,True,Togo,Togo
394,7,True,Benin,Benin
395,3,True,Vivendi,Vivendi
396,3,True,notInKB,notInKB
397,10,False,notInKB,notInKB
398,4,True,notInKB,notInKB
399,8,True,South Africa,South Africa
400,1,True,notInKB,notInKB
401,10,True,notInKB,notInKB
402,9,False,notInKB,notInKB
403,9,False,notInKB,notInKB
404,9,False,notInKB,notInKB
405,10,True,notInKB,notInKB
406,9,False,notInKB,notInKB
407,9,False,notInKB,notInKB
408,10,True,notInKB,notInKB
409,9,False,notInKB,notInKB
410,9,False,notInKB,notInKB
411,9,False,notInKB,notInKB
412,1,True,notInKB,notInKB
413,9,False,notInKB,notInKB
414,10,True,notInKB,notInKB
415,9,False,notInKB,notInKB
416,9,False,notInKB,notInKB
417,9,False,notInKB,notInKB
418,10,True,notInKB,notInKB
419,9,False,notInKB,notInKB
420,9,False,notInKB,notInKB
421,10,True,notInKB,notInKB
422,9,False,notInKB,notInKB
423,2,True,notInKB,notInKB
424,7,True,Polyethylene,Polyethylene
425,7,True,Polypropylene,Polypropylene
426,2,True,notInKB,notInKB
427,10,True,notInKB,notInKB
428,9,True,Germany,Germany
429,10,True,Japan,Japan
430,7,True,Europe,Europe
431,10,True,Japan,Japan
432,10,True,notInKB,notInKB
433,9,True,Sapporo,Sapporo
434,1,True,Blast furnace,Blast furnace
435,5,True,NKK SC,JFE Holdings
436,1,True,Coke (fuel),Coke (fuel)
437,1,True,Glycolysis,Glycolysis
438,3,True,Teijin,Teijin
439,10,True,Japan,Japan
440,1,True,Polyethylene terephthalate,Polyethylene terephthalate
441,7,True,Japan,Japan
442,8,True,BadLLM: Parliament of Japan,Parliament of the United Kingdom
443,7,True,Japanese people,Japan
444,10,True,Japan,Japan
445,1,True,Huddersfield Giants,Huddersfield Giants
446,1,True,Wigan Warriors,Wigan Warriors
447,1,True,Huddersfield Giants,Huddersfield Giants
448,9,True,notInKB,notInKB
449,8,True,Castleford,Castleford Tigers
450,1,True,Super League XVII,Super League XVII
451,7,True,Wigan Warriors,Wigan Warriors
452,10,True,Wigan Warriors,Golden State Warriors
453,7,False,notInC,Huddersfield Giants
454,7,False,notInC,Huddersfield Giants
455,10,True,notInKB,notInKB
456,7,True,Rugby league,Sports league
457,7,True,Wigan Warriors,Wigan Warriors
458,1,True,Galpharm International,Galpharm International
459,9,False,notInC,Castleford Tigers
460,1,True,Lee Gilmour,Lee Gilmour
461,1,True,Joe Wardle,Joe Wardle
462,2,True,Dale Ferguson (rugby league),Dale Ferguson (rugby league)
463,5,True,Tommy Lee (rugby league),Tommy Lee (rugby league)
464,7,False,notInC,Huddersfield Giants
465,10,False,notInC,Wigan Warriors
466,8,True,Castleford Tigers,Castleford Tigers
467,7,True,Huddersfield Giants,Huddersfield Giants
468,7,True,Wigan Warriors,Wigan Warriors
469,10,True,notInKB,notInKB
470,1,True,Anthony Gelling,Anthony Gelling
471,1,True,Danny Brough,Danny Brough
472,1,True,Gareth Hock,Gareth Hock
473,1,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
474,2,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
475,7,True,West Yorkshire,West Yorkshire
476,7,True,Huddersfield,Huddersfield Giants
477,1,True,notInKB,notInKB
478,1,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
479,2,True,Huddersfield Daily Examiner,Huddersfield Daily Examiner
480,7,True,West Yorkshire,West Yorkshire
481,7,True,Huddersfield,Huddersfield Giants
482,1,True,notInKB,notInKB
483,1,True,Pas-de-Calais,Pas-de-Calais
484,1,True,Pas-de-Calais,Pas-de-Calais
485,9,True,France,France
486,1,True,Pas-de-Calais,Pas-de-Calais
487,7,True,Europe,Europe
488,1,True,Pas-de-Calais,Pas-de-Calais
489,9,True,France,France
490,5,True,Apartment,Apartment
491,8,True,Castle of Good Hope,Castle
492,4,True,Chalet,Chalet
493,7,True,Condominium,Condominium
494,2,True,Condominium,Condominium
495,7,True,Cottage,Cottage
496,1,True,English country house,English country house
497,3,True,Farmhouse,Farmhouse
498,3,True,Finca,Finca
499,2,True,notInKB,notInKB
500,9,True,Island,Island
501,10,True,notInKB,notInKB
502,8,True,Mansion,Mansion
503,7,True,Marina,Marina
504,3,True,notInKB,notInKB
505,7,True,Penthouse apartment,Penthouse (magazine)
506,1,True,Townhouse,Townhouse
507,10,True,Villa,Villa
508,9,True,France,France
509,1,True,Pas-de-Calais,Pas-de-Calais
510,1,True,Pas-de-Calais,Pas-de-Calais
511,1,True,Pas-de-Calais,Pas-de-Calais
512,1,True,Pas-de-Calais,Pas-de-Calais
513,1,True,notInKB,notInKB
514,4,True,United Nations Security Council,United Nations Security Council
515,1,True,notInKB,notInKB
516,10,True,Democratic Republic of the Congo,Democratic Republic of the Congo
517,4,True,International Press Institute,International Press Institute
518,4,False,notInKB,notInKB
519,5,True,South Sudan,South Sudan
520,1,True,Sudan,Sudan
521,5,True,Constituent Assembly,Constituent assembly
522,1,True,University of Khartoum,University of Khartoum
523,9,True,Louisiana Supreme Court,Supreme Court of the United States
524,5,True,South Sudan,South Sudan
525,4,True,United Nations Security Council Resolution 1244,United Nations Security Council
526,7,False,notInC,United Nations Security Council
527,4,True,Democratic Republic of the Congo,Democratic Republic of the Congo
528,4,True,Democratic Republic of the Congo,Democratic Republic of the Congo
529,1,True,notInKB,notInKB
530,7,True,Africa,Africa
531,8,True,Ivory Coast,Ivory Coast
532,6,True,Africa,Africa
533,1,True,Laurent Gbagbo,Laurent Gbagbo
534,4,True,Abidjan,Abidjan
535,1,True,Alassane Ouattara,Alassane Ouattara
536,7,True,Ivory Coast,Ivory Coast
537,1,True,Ibrahim Gambari,Ibrahim Gambari
538,2,True,African Union – United Nations Hybrid Operation in Darfur,African Union
539,8,True,Darfur,Darfur
540,4,True,International Press Institute,International Press Institute
541,8,True,Darfur,Darfur
542,7,True,Liberia,Liberia
543,4,True,International Press Institute,International Press Institute
544,7,True,Liberia,Liberia
545,1,True,Liberia,Liberia
546,4,True,South Sudan,South Sudan
547,10,True,notInKB,notInKB
548,8,True,Ivory Coast,Ivory Coast
549,1,True,Youssoufou Bamba,Youssoufou Bamba
550,8,True,Ivory Coast,Ivory Coast
551,4,True,International Press Institute,International Press Institute
552,7,True,Piracy,Piracy
553,1,True,Somalia,Somalia
554,4,True,International Press Institute,International Press Institute
555,7,True,Somalia,Somalia
556,4,True,International Press Institute,International Press Institute
557,2,True,ExxonMobil,ExxonMobil
558,10,True,"Altona, Victoria","Altona, Victoria"
559,10,True,Monash University,Monash University
560,10,True,Monash University,Monash University
561,10,True,notInKB,notInKB
562,10,True,Monash University,Monash University
563,10,True,notInKB,notInKB
564,1,True,notInKB,notInKB
565,10,True,Monash University,Monash University
566,10,True,Monash University,Monash University
567,10,True,Ken MacLeod,Ken Masters
568,10,True,Monash University,Monash University
569,1,True,notInKB,notInKB
570,1,True,notInKB,notInKB
571,8,True,Lyon,Lyon
572,9,True,Early modern France,France
573,2,True,notInKB,notInKB
574,10,True,Monash University,Monash University
575,10,True,Monash University,Monash University
576,7,True,"Reservoir, Victoria",Reservoir
577,10,True,notInKB,notInKB
578,10,True,Monash University,Monash University
579,2,True,Tenix,Tenix
580,10,True,notInKB,notInKB
581,10,True,Monash University,Monash University
582,8,True,Modena,Modena
583,8,True,Italy,Italy
584,1,True,Deakin University,Deakin University
585,10,True,notInKB,notInKB
586,10,True,notInKB,notInKB
587,10,True,Monash University,Monash University
588,10,True,Monash University,Monash University
589,10,True,Monash University,Monash University
590,10,True,"Altona, Victoria","Altona, Victoria"
591,10,True,notInKB,notInKB
592,6,True,Monash University,Monash University
593,4,True,Alcoa,Alcoa
594,10,True,Monash University,Monash University
595,10,True,Monash University,Monash University
596,10,True,Monash University,Monash University
597,10,True,"Frankfort, Kentucky","Frankfort, Kentucky"
598,8,True,Kentucky,Kentucky
599,2,True,Circuit court,Circuit court
600,10,True,"Springfield, Kentucky","Springfield, Illinois"
601,8,True,Kentucky,Kentucky
602,9,True,"Adair County, Kentucky","Adair, Iowa"
603,9,True,"Bell County, Kentucky","Bell County, Kentucky"
604,8,True,"Casey County, Kentucky","Casey, Iowa"
605,7,True,"Clinton County, Kentucky",Bill Clinton
606,8,False,notInC,Golf course
607,10,True,"Harlan County, Kentucky","Harlan, Kentucky"
608,10,False,notInC,"Jackson, Kentucky"
609,10,False,notInC,Knox Automobile Company
610,10,True,"Lincoln County, Kentucky","Lincoln, Nebraska"
611,10,True,"Marion County, Kentucky","Marion, Ohio"
612,8,False,notInC,"Monroe, Ohio"
613,10,True,"Russell, Kentucky","Russell, Kentucky"
614,8,False,notInC,"Taylor, Australian Capital Territory"
615,7,True,"Washington County, Kentucky","Washington, D.C."
616,9,False,notInC,Hundred of Whitley
617,8,True,Kentucky,Kentucky
618,1,True,Circuit court,Circuit court
619,8,False,notInC,Golf course
620,10,True,"Marion County, Kentucky","Marion, Ohio"
621,8,False,notInC,"Taylor, Australian Capital Territory"
622,7,True,Washington County,"Washington, D.C."
623,1,True,Circuit court,Circuit court
624,6,True,District court,District court
625,9,False,notInC,Hundred of Whitley
626,8,True,Kentucky Court of Justice,Kentucky
627,5,True,Judiciary,Judiciary
628,7,True,Sin,Sin
629,5,True,God in Christianity,God
630,3,True,Iceland,Iceland
631,4,True,Bible,Bible
632,1,True,King James Version,King James Version
633,2,True,Talking Heads,Talking Heads
634,1,True,Luaka Bop,Luaka Bop
635,8,True,David,Talking Heads
636,8,True,"Valencia, Spain",Valencia CF
637,8,True,Spain,Spain
638,7,False,notInC,Talking Heads
639,6,True,True Stories (film),True Stories (Talking Heads album)
640,7,False,notInC,Talking Heads
641,7,False,notInC,Talking Heads
642,6,True,English language,England
643,6,True,Spanish language,Spain
644,7,False,notInC,Talking Heads
645,7,False,notInC,Talking Heads
646,3,True,Dave Eggers,Dave Eggers
647,2,False,notInC,McSweeney's
648,10,True,notInKB,notInKB
649,9,True,Dave Eggers,Dave Eggers
650,4,True,Bible,Bible
651,7,False,notInC,Talking Heads
652,1,True,Stefan Sagmeister,Stefan Sagmeister
653,7,False,notInC,Talking Heads
654,7,False,notInC,Talking Heads
655,7,False,notInC,Talking Heads
656,8,True,Valencia,Valencia CF
657,2,True,notInKB,notInKB
658,7,False,notInC,Talking Heads
659,5,True,Nepal,Nepal
660,1,True,Laxmi Prasad Devkota,Laxmi Prasad Devkota
661,9,True,Nepal,Nepal
662,1,True,Langtang National Park,Langtang National Park
663,3,True,Himalayas,Himalayas
664,9,True,Nepal,Nepal
665,1,True,Chilime,Chilime
666,1,True,Rasuwa District,Rasuwa District
667,6,True,Kathmandu,Kathmandu
668,9,True,Red,Red
669,5,True,Nepal,Nepal
670,3,True,Himalayas,Himalayas
671,3,True,Langtang National Park,Langtang National Park
672,9,True,Red (band),Red
673,8,True,United States,United States
674,9,True,Nepal,Nepal
675,5,True,Nepalese cuisine,Nepal
676,7,True,United States,United States
677,9,True,Nepal,Nepal
678,10,True,notInKB,notInKB
679,2,True,World Wide Fund for Nature,World Wide Fund for Nature
680,6,True,World Wide Fund for Nature,World Wide Fund for Nature
681,9,True,Nepal,Nepal
682,9,True,United States,United States
683,9,True,Nepal,Nepal
684,6,True,World Wide Fund for Nature,World Wide Fund for Nature
685,9,True,Nepal,Nepal
686,10,True,notInKB,notInKB
687,9,True,Nepal,Nepal
688,6,True,World Wide Fund for Nature,World Wide Fund for Nature
689,6,True,India,India
690,9,True,China,China
691,9,True,Nepal,Nepal
692,9,True,Nepal,Nepal
693,1,True,Asian Development Bank,Asian Development Bank
694,9,True,Asian Development Bank,Asian Development Bank
695,9,True,Nepal,Nepal
696,7,True,Tibet Autonomous Region,Tibet
697,9,True,China,China
